Critical Note,iNaturalist taxon name,iNaturalist taxon ID,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Place Name,First Date Reported,Last Reported By,Last Source,Last Place Name,Last Date Reported
,Endocladia muricata,117781,1,"{""PMLS:2355"":[49.03,-123.58667]}",Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,,Endocladiaceae,,,Endocladia,Endocladia muricata,,PMLS,wreck of the Del Norte,2008-09-23T12:38:00.000Z,,PMLS,wreck of the Del Norte,2008-09-23T12:38:00.000Z
,Enophrys bison,117536,1,"{""PMLS:147"":[49.087832,-123.684704]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Cottidae,,,Enophrys,Enophrys bison,,PMLS,Valdes Island cliffs,1985-07-28T10:05:00.000Z,,PMLS,Valdes Island cliffs,1985-07-28T10:05:00.000Z
,Enteroctopus dofleini,48863,4,"{""PMLS:302"":[49.1287,-123.7029],""PMLS:909"":[49.1287,-123.7029],""PMLS:1076"":[49.055777,-123.657959],""PMLS:1133"":[49.01585,-123.611406]}",Animalia,Mollusca,,,Cephalopoda,Coleoidea,Octopodiformes,Octopoda,Incirrata,,Octopodoidea,Enteroctopodidae,,,Enteroctopus,Enteroctopus dofleini,,PMLS,Josef Point,1986-07-13T13:50:00.000Z,,PMLS,Cardale Point,2006-06-02T11:12:00.000Z
,Entodesma navicula,339164,19,"{""PMLS:189"":[49.1287,-123.7029],""PMLS:288"":[49.1287,-123.7029],""PMLS:402"":[49.1287,-123.7029],""PMLS:510"":[49.1287,-123.7029],""PMLS:586"":[49.12667,-123.69167],""PMLS:695"":[49.1287,-123.7029],""PMLS:776"":[49.1287,-123.7029],""PMLS:893"":[49.1287,-123.7029],""PMLS:1000"":[49.1287,-123.7029],""PMLS:1802"":[49.03,-123.58667],""PMLS:2006"":[49.03,-123.58667],""PMLS:2194"":[49.01833,-123.59],""PMLS:2304"":[49.03,-123.58667],""PMLS:2732"":[49.1287,-123.7029],""PMLS:2971"":[49.01833,-123.59],""PMLS:3074"":[49.01833,-123.59],""PMLS:3165"":[49.03,-123.58667],""PMLS:3537"":[49.1287,-123.7029],""PMLS:4118"":[49.1287,-123.7029]}",Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,,Pandoroidea,Lyonsiidae,,,Entodesma,Entodesma navicula,,PMLS,Josef Bay,1986-07-13T09:15:00.000Z,,PMLS,Josef Point,2011-09-11T14:50:00.000Z
,Eperetmus typus,939773,1,"{""PMLS:985"":[49.1287,-123.7029]}",Animalia,Cnidaria,,,Hydrozoa,Trachylinae,,Limnomedusae,,,,Olindiidae,,,Eperetmus,Eperetmus typus,,PMLS,Josef Point,1995-04-23T10:05:00.000Z,,PMLS,Josef Point,1995-04-23T10:05:00.000Z
,Epigamia magna,628178,1,"{""PMLS:3156"":[49.03,-123.58667]}",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,,Syllidae,Autolytinae,Autolytini,Epigamia,Epigamia magna,,PMLS,wreck of the Del Norte,2009-05-16T14:37:00.000Z,,PMLS,wreck of the Del Norte,2009-05-16T14:37:00.000Z
,Epilobium,52972,1,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,Onagraceae,,,Epilobium,,,,,,,,,
,Epitonium indianorum,129921,1,"{""PMLS:2010"":[49.03,-123.58667]}",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,,,,Epitonioidea,Epitoniidae,,,Epitonium,Epitonium indianorum,,PMLS,wreck of the Del Norte,2008-06-22T10:44:00.000Z,,PMLS,wreck of the Del Norte,2008-06-22T10:44:00.000Z
,Epizoanthus scotinus,429859,13,"{""PMLS:73"":[49.087832,-123.684704],""PMLS:753"":[49.1287,-123.7029],""PMLS:1291"":[49.03,-123.58667],""PMLS:1780"":[49.03,-123.58667],""PMLS:1880"":[49.03,-123.58667],""PMLS:1987"":[49.03,-123.58667],""PMLS:2284"":[49.03,-123.58667],""PMLS:2376"":[49.03,-123.58667],""PMLS:2818"":[49.03,-123.58667],""PMLS:3239"":[49.03,-123.58667],""PMLS:3339"":[49.03,-123.58667],""PMLS:3688"":[49.03,-123.58667],""PMLS:3780"":[49.1287,-123.7029]}",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Zoantharia,Macrocnemina,,,Epizoanthidae,,,Epizoanthus,Epizoanthus scotinus,,PMLS,Valdes Island cliffs,1985-07-28T10:05:00.000Z,,PMLS,Josef Point,2012-08-08T14:01:00.000Z
,Equisetum arvense,52724,2,"{""iNat:30465353"":[49.064653,-123.654647]}",Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,,Equisetaceae,,,Equisetum,Equisetum arvense,John D Reynolds,iNat,,2019-08-04T18:49:00.000Z,John D Reynolds,iNat,,2019-08-04T18:49:00.000Z
,Equisetum telmateia braunii,57032,2,"{""iNat:19382345"":[49.057618,-123.626254],""iNat:19386891"":[49.046883,-123.634065]}",Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,,Equisetaceae,,,Equisetum,Equisetum telmateia,Andrew Simon,iNat,,2017-06-24T18:03:00.000Z,Andrew Simon,iNat,,2017-06-24T19:13:00.000Z
,Eratigena duellica,750907,1,"{""iNat:86213815"":[49.059344,-123.625031]}",Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Agelenoidea,Agelenidae,,,Eratigena,Eratigena duellica,,iNat,,2021-05-26T09:24:00.000Z,,iNat,,2021-05-26T09:24:00.000Z
,Erigone aletris,153669,1,"{""RBCM:107"":[49.058056,-123.623889]}",Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Araneoidea,Linyphiidae,,,Erigone,Erigone aletris,Joel Gibson,RBCM,Valdes Island,2016-06-05T00:00:00.000Z,Joel Gibson,RBCM,Valdes Island,2016-06-05T00:00:00.000Z
,Eriophyllum lanatum,77049,4,"{""iNat:6910196"":[49.050197,-123.616669],""iNat:19390398"":[49.048537,-123.617518],""ASIMON:39"":[49.0418,-123.643081]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Madieae,Eriophyllum,Eriophyllum lanatum,"Andrew Simon, Harvey Janszen, John Reynolds",ASIMON,Valdes Island,2017-01-01T00:00:00.000Z,John D Reynolds,iNat,,2017-06-25T00:54:00.000Z
,Eris militaris,121445,1,"{""RBCM:108"":[49.058056,-123.623889]}",Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Salticoidea,Salticidae,Salticinae,Dendryphantini,Eris,Eris militaris,Joel Gibson,RBCM,Valdes Island,2016-06-05T00:00:00.000Z,Joel Gibson,RBCM,Valdes Island,2016-06-05T00:00:00.000Z
,Erodium cicutarium,47687,1,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Erodium,Erodium cicutarium,,,,,,,,
,Erythranthe guttata,470643,1,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Phrymaceae,,,Erythranthe,Erythranthe guttata,,,,,,,,
,Erythranthe microphylla,453717,1,"{""ASIMON:15"":[49.047231,-123.613556]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Phrymaceae,,,Erythranthe,Erythranthe microphylla,"Andrew Simon, Harvey Janszen, John Reynolds",ASIMON,Valdes Island,2017-01-01T00:00:00.000Z,"Andrew Simon, Harvey Janszen, John Reynolds",ASIMON,Valdes Island,2017-01-01T00:00:00.000Z
,Erythronium oregonum,59520,1,"{""iNat:22904780"":[49.032233,-123.599459]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Lilieae,Erythronium,Erythronium oregonum,,iNat,,2019-04-22T20:45:59.000Z,,iNat,,2019-04-22T20:45:59.000Z
,Eudioctria sackeni,498423,2,"{""RBCM:109"":[49.058056,-123.623889],""RBCM:110"":[49.063056,-123.656111]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Orthorrhapha,Asiloidea,Asilidae,Dioctriinae,Dioctriini,Eudioctria,Eudioctria sackeni,Joel Gibson; J Canning; Lynn Falconer,RBCM,Valdes Island,2016-06-05T00:00:00.000Z,Joel Gibson; Anabel Gibson,RBCM,Valdes Island,2017-06-24T00:00:00.000Z
,Eudistoma molle,448127,2,"{""PMLS:943"":[49.1287,-123.7029],""PMLS:1038"":[49.1287,-123.7029]}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Polycitoridae,,,Eudistoma,Eudistoma molle,,PMLS,Josef Point,1994-10-23T13:45:00.000Z,,PMLS,Josef Point,1995-04-23T10:05:00.000Z
,Eudistylia polymorpha,117595,3,"{""PMLS:2721"":[49.1287,-123.7029],""PMLS:2954"":[49.01833,-123.59],""PMLS:3791"":[49.1287,-123.7029]}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Sabellidae,Sabellinae,,Eudistylia,Eudistylia polymorpha,,PMLS,Josef Point,2009-02-21T12:43:00.000Z,,PMLS,Josef Point,2012-08-08T14:01:00.000Z
,Eudistylia vancouveri,84864,15,"{""PMLS:271"":[49.1287,-123.7029],""PMLS:380"":[49.1287,-123.7029],""PMLS:482"":[49.1287,-123.7029],""PMLS:672"":[49.1287,-123.7029],""PMLS:1683"":[49.1287,-123.7029],""PMLS:1894"":[49.03,-123.58667],""PMLS:2000"":[49.03,-123.58667],""PMLS:2175"":[49.01833,-123.59],""PMLS:2537"":[49.1287,-123.7029],""PMLS:3060"":[49.01833,-123.59],""PMLS:3522"":[49.1287,-123.7029],""PMLS:3875"":[49.01585,-123.611406],""PMLS:4213"":[49.1287,-123.7029],""iNat:37119321"":[49.125505,-123.703689],""iNat:73662368"":[49.064686,-123.65545]}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Sabellidae,Sabellinae,,Eudistylia,Eudistylia vancouveri,,PMLS,Josef Point,1986-07-13T13:50:00.000Z,John D Reynolds,iNat,Cardale Point,2021-04-04T22:02:00.000Z
,Euglyptoneura robusta,631107,1,"{""RBCM:111"":[49.041111,-123.608056]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,,Psylloidea,Psyllidae,Psyllinae,,Euglyptoneura,Euglyptoneura robusta,Joel Gibson; Mark Bateman,RBCM,Valdes Island,2016-06-05T00:00:00.000Z,Joel Gibson; Mark Bateman,RBCM,Valdes Island,2016-06-05T00:00:00.000Z
,Eumetopias jubatus,41755,4,"{""PMLS:555"":[49.1287,-123.7029],""iNat:4855874"":[49.020566,-123.590276],""iNat:8027475"":[49.028509,-123.588918],""iNat:35359195"":[49.020844,-123.590524]}",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,,Otariidae,,,Eumetopias,Eumetopias jubatus,,PMLS,Josef Point,1992-11-12T08:45:00.000Z,Andrew Simon,iNat,Josef Point,2019-10-31T17:01:00.000Z
,Eupelmus,176397,3,"{""RBCM:112"":[49.041111,-123.608056],""RBCM:113"":[49.041111,-123.608056],""RBCM:114"":[49.041111,-123.608056]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Proctotrupomorpha,Chalcidoidea,Eupelmidae,Eupelminae,,Eupelmus,,Joel Gibson; Mark Bateman,RBCM,Valdes Island,2016-06-05T00:00:00.000Z,Joel Gibson; Mark Bateman,RBCM,Valdes Island,2016-06-05T00:00:00.000Z
,Eupentacta quinquesemita,51695,31,"{""PMLS:124"":[49.087832,-123.684704],""PMLS:226"":[49.1287,-123.7029],""PMLS:326"":[49.1287,-123.7029],""PMLS:427"":[49.1287,-123.7029],""PMLS:539"":[49.1287,-123.7029],""PMLS:620"":[49.12667,-123.69167],""PMLS:720"":[49.1287,-123.7029],""PMLS:806"":[49.1287,-123.7029],""PMLS:933"":[49.1287,-123.7029],""PMLS:1031"":[49.1287,-123.7029],""PMLS:1388"":[49.03,-123.58667],""PMLS:1521"":[49.01667,-123.595],""PMLS:1614"":[49.03,-123.58667],""PMLS:1737"":[49.1287,-123.7029],""PMLS:1834"":[49.03,-123.58667],""PMLS:1945"":[49.03,-123.58667],""PMLS:2045"":[49.03,-123.58667],""PMLS:2330"":[49.03,-123.58667],""PMLS:2431"":[49.03,-123.58667],""PMLS:2574"":[49.1287,-123.7029],""PMLS:2768"":[49.1287,-123.7029],""PMLS:2885"":[49.03,-123.58667],""PMLS:3006"":[49.01833,-123.59],""PMLS:3208"":[49.03,-123.58667],""PMLS:3397"":[49.03,-123.58667],""PMLS:3731"":[49.03,-123.58667],""PMLS:3843"":[49.1287,-123.7029],""PMLS:4016"":[49.1287,-123.7029],""PMLS:4151"":[49.1287,-123.7029]}",Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,,Sclerodactylidae,,,Eupentacta,Eupentacta quinquesemita,,PMLS,Valdes Island cliffs,1985-07-28T10:05:00.000Z,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",VIC,Valdes Island,2016-01-01T00:00:00.000Z
,Eupeodes,518946,2,"{""RBCM:115"":[49.058056,-123.623889],""RBCM:116"":[49.058056,-123.623889]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,,Syrphidae,Syrphinae,Syrphini,Eupeodes,,Joel Gibson; J Canning; Lynn Falconer,RBCM,Valdes Island,2016-06-04T00:00:00.000Z,Joel Gibson; J Canning; Lynn Falconer,RBCM,Valdes Island,2016-06-04T00:00:00.000Z
,Euphrasia nemorosa,118893,1,"{""iNat:55809895"":[49.073161,-123.655953]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Orobanchaceae,,Rhinantheae,Euphrasia,Euphrasia nemorosa,John D Reynolds,iNat,,2020-08-03T18:47:00.000Z,John D Reynolds,iNat,,2020-08-03T18:47:00.000Z
,Euphyes vestris,58514,1,"{""RBCM:117"":[49.041111,-123.608056]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Papilionoidea,Hesperiidae,Hesperiinae,Hesperiini,Euphyes,Euphyes vestris,Joel Gibson; Mark Bateman,RBCM,Valdes Island,2016-06-05T00:00:00.000Z,Joel Gibson; Mark Bateman,RBCM,Valdes Island,2016-06-05T00:00:00.000Z
,Euplokamis dunlapae,873875,1,"{""PMLS:3915"":[49.03,-123.58667]}",Animalia,Ctenophora,,,Tentaculata,,,Cydippida,,,,Euplokamididae,,,Euplokamis,Euplokamis dunlapae,,PMLS,wreck of the Del Norte,1996-02-25T11:23:00.000Z,,PMLS,wreck of the Del Norte,1996-02-25T11:23:00.000Z
,Eustrophus tomentosus,219900,4,"{""RBCM:118"":[49.041111,-123.608056],""RBCM:119"":[49.041111,-123.608056],""RBCM:120"":[49.041111,-123.608056],""RBCM:121"":[49.041111,-123.608056]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Tetratomidae,Eustrophinae,,Eustrophus,Eustrophus tomentosus,Joel Gibson; Mark Bateman,RBCM,Valdes Island,2016-06-05T00:00:00.000Z,Joel Gibson; Mark Bateman,RBCM,Valdes Island,2016-06-05T00:00:00.000Z
,Evasterias troschelii,84265,45,"{""PMLS:41"":[49.126005,-123.717882],""PMLS:107"":[49.087832,-123.684704],""PMLS:215"":[49.1287,-123.7029],""PMLS:317"":[49.1287,-123.7029],""PMLS:419"":[49.1287,-123.7029],""PMLS:607"":[49.12667,-123.69167],""PMLS:712"":[49.1287,-123.7029],""PMLS:798"":[49.1287,-123.7029],""PMLS:924"":[49.1287,-123.7029],""PMLS:1022"":[49.1287,-123.7029],""PMLS:1085"":[49.055777,-123.657959],""PMLS:1142"":[49.01585,-123.611406],""PMLS:1370"":[49.03,-123.58667],""PMLS:1505"":[49.01667,-123.595],""PMLS:1597"":[49.03,-123.58667],""PMLS:1724"":[49.1287,-123.7029],""PMLS:1818"":[49.03,-123.58667],""PMLS:1926"":[49.03,-123.58667],""PMLS:2027"":[49.03,-123.58667],""PMLS:2093"":[49.03,-123.58667],""PMLS:2223"":[49.01833,-123.59],""PMLS:2312"":[49.03,-123.58667],""PMLS:2416"":[49.03,-123.58667],""PMLS:2562"":[49.1287,-123.7029],""PMLS:2638"":[49.03,-123.58667],""PMLS:2757"":[49.1287,-123.7029],""PMLS:2870"":[49.03,-123.58667],""PMLS:2994"":[49.01833,-123.59],""PMLS:3100"":[49.01833,-123.59],""PMLS:3191"":[49.03,-123.58667],""PMLS:3275"":[49.03,-123.58667],""PMLS:3382"":[49.03,-123.58667],""PMLS:3453"":[49.03,-123.58667],""PMLS:3562"":[49.1287,-123.7029],""PMLS:3715"":[49.03,-123.58667],""PMLS:3830"":[49.1287,-123.7029],""PMLS:3897"":[49.01585,-123.611406],""PMLS:3934"":[49.03,-123.58667],""PMLS:4009"":[49.1287,-123.7029],""PMLS:4065"":[49.03,-123.58667],""PMLS:4143"":[49.1287,-123.7029],""PMLS:4272"":[49.1287,-123.7029],""VIC:243"":[49.059442,-123.624488]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,,,Evasterias,Evasterias troschelii,,PMLS,Dibuxante Cove,1970-04-03T13:30:00.000Z,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",VIC,Valdes Island,2016-01-01T00:00:00.000Z
,Evernia prunastri,123175,3,"{""iNat:19388554"":[49.0418,-123.643081],""iNat:73645833"":[49.062186,-123.650811]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Evernia,Evernia prunastri,"Andrew Simon, Harvey Janszen, John Reynolds",ASIMON,Valdes Island,2017-01-01T00:00:00.000Z,John D Reynolds,iNat,,2021-04-04T18:05:00.000Z
,Festuca idahoensis,61200,1,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,Festuca idahoensis,,,,,,,,
,Festuca occidentalis,59091,1,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,Festuca occidentalis,,,,,,,,
,Filago germanica,634625,2,"{""iNat:6910068"":[49.057919,-123.633836],""iNat:19386879"":[49.046883,-123.634065]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Filago,Filago germanica,Andrew Simon,iNat,,2017-06-24T17:28:00.000Z,John D Reynolds,iNat,,2017-06-24T18:17:00.000Z
,Filago pyramidata,889195,1,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Filago,Filago pyramidata,"Andrew Simon, Harvey Janszen, John Reynolds",ASIMON,Valdes Island,2017-01-01T00:00:00.000Z,"Andrew Simon, Harvey Janszen, John Reynolds",ASIMON,Valdes Island,2017-01-01T00:00:00.000Z
,Fissidens crispus,67883,1,"{""ASIMON:28"":[49.0418,-123.643081]}",Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Fissidentaceae,,,Fissidens,Fissidens crispus,"Andrew Simon, Harvey Janszen, John Reynolds",ASIMON,Valdes Island,2017-01-01T00:00:00.000Z,"Andrew Simon, Harvey Janszen, John Reynolds",ASIMON,Valdes Island,2017-01-01T00:00:00.000Z
,Florometra serratissima,195902,24,"{""PMLS:5"":[49.040699,-123.644925],""PMLS:20"":[49.040699,-123.644925],""PMLS:45"":[49.126005,-123.717882],""PMLS:60"":[49.040699,-123.644925],""PMLS:119"":[49.087832,-123.684704],""PMLS:1094"":[49.055777,-123.657959],""PMLS:1226"":[49.04,-123.595],""PMLS:1382"":[49.03,-123.58667],""PMLS:1608"":[49.03,-123.58667],""PMLS:1939"":[49.03,-123.58667],""PMLS:2039"":[49.03,-123.58667],""PMLS:2099"":[49.03,-123.58667],""PMLS:2324"":[49.03,-123.58667],""PMLS:2426"":[49.03,-123.58667],""PMLS:2473"":[49.03,-123.58667],""PMLS:2649"":[49.03,-123.58667],""PMLS:2879"":[49.03,-123.58667],""PMLS:3203"":[49.03,-123.58667],""PMLS:3288"":[49.03,-123.58667],""PMLS:3392"":[49.03,-123.58667],""PMLS:3648"":[49.02333,-123.585],""PMLS:3726"":[49.03,-123.58667],""PMLS:4337"":[49.087832,-123.684704],""PMLS:4388"":[49.087832,-123.684704]}",Animalia,Echinodermata,Crinozoa,,Crinoidea,Articulata,,Comatulida,,,Antedonoidea,Antedonidae,Heliometrinae,,Florometra,Florometra serratissima,,PMLS,Shingle Point Reef,1968-08-01T12:00:00.000Z,,PMLS,Valdes Island cliffs,2015-06-09T11:00:00.000Z
,Fomitopsis pinicola,1098280,1,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Fomitopsidaceae,,,Fomitopsis,Fomitopsis pinicola,"Andrew Simon, Harvey Janszen, John Reynolds",ASIMON,Valdes Island,2017-01-01T00:00:00.000Z,"Andrew Simon, Harvey Janszen, John Reynolds",ASIMON,Valdes Island,2017-01-01T00:00:00.000Z
,Forficula auricularia,61524,1,"{""iNat:73649723"":[49.075258,-123.655158]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Dermaptera,Neodermaptera,Epidermaptera,Forficuloidea,Forficulidae,Forficulinae,,Forficula,Forficula auricularia,John D Reynolds,iNat,,2021-04-04T19:59:00.000Z,John D Reynolds,iNat,,2021-04-04T19:59:00.000Z
,Formica fusca,1204075,8,"{""RBCM:122"":[49.041111,-123.608056],""RBCM:123"":[49.041111,-123.608056],""RBCM:124"":[49.041111,-123.608056],""RBCM:125"":[49.041111,-123.608056],""RBCM:126"":[49.041111,-123.608056],""RBCM:127"":[49.056111,-123.656111],""RBCM:128"":[49.056111,-123.656111],""RBCM:129"":[49.058056,-123.623889]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Formicoidea,Formicidae,Formicinae,Formicini,Formica,,Joel Gibson,RBCM,Valdes Island,2016-06-04T00:00:00.000Z,Joel Gibson,RBCM,Valdes Island,2017-06-25T00:00:00.000Z
,Formica rufa,1254127,1,"{""RBCM:130"":[49.058056,-123.623889]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Formicoidea,Formicidae,Formicinae,Formicini,Formica,,Joel Gibson; J Canning; Lynn Falconer,RBCM,Valdes Island,2016-06-04T00:00:00.000Z,Joel Gibson; J Canning; Lynn Falconer,RBCM,Valdes Island,2016-06-04T00:00:00.000Z
,Fragaria vesca,50298,3,"{""iNat:19388586"":[49.0418,-123.643081]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Potentilleae,Fragaria,Fragaria vesca,"Andrew Simon, Harvey Janszen, John Reynolds",ASIMON,Valdes Island,2017-01-01T00:00:00.000Z,Andrew Simon,iNat,,2017-06-24T21:58:00.000Z
,Fragaria virginiana,77155,1,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Potentilleae,Fragaria,Fragaria virginiana,,,,,,,,
,Frangula purshiana,77156,1,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rhamnaceae,,Rhamneae,Frangula,Frangula purshiana,,,,,,,,
,Fritillaria affinis,50618,2,"{""iNat:85049369"":[49.028472,-123.595872]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Lilieae,Fritillaria,Fritillaria affinis,,iNat,,2021-04-17T15:48:08.000Z,,iNat,,2021-04-17T15:48:08.000Z
,Fryeella gardneri,500286,1,"{""PMLS:1279"":[49.03,-123.58667]}",Plantae,Rhodophyta,,,Florideophyceae,,,Rhodymeniales,,,,Fryeellaceae,,,Fryeella,Fryeella gardneri,,PMLS,wreck of the Del Norte,2008-03-23T11:43:00.000Z,,PMLS,wreck of the Del Norte,2008-03-23T11:43:00.000Z
,Fucellia apicalis,1231107,7,"{""RBCM:131"":[49.056111,-123.656111],""RBCM:132"":[49.056111,-123.656111],""RBCM:133"":[49.058056,-123.623889],""RBCM:134"":[49.058056,-123.623889],""RBCM:135"":[49.058056,-123.623889],""RBCM:136"":[49.058056,-123.623889],""RBCM:137"":[49.058056,-123.623889]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,Muscoidea,Anthomyiidae,,,Fucellia,Fucellia apicalis,Joel Gibson,RBCM,Valdes Island,2016-06-04T00:00:00.000Z,Joel Gibson,RBCM,Valdes Island,2017-06-25T00:00:00.000Z
,Fucellia fucorum,498422,41,"{""RBCM:138"":[49.056111,-123.656111],""RBCM:139"":[49.056111,-123.656111],""RBCM:140"":[49.056111,-123.656111],""RBCM:141"":[49.056111,-123.656111],""RBCM:142"":[49.056111,-123.656111],""RBCM:143"":[49.056111,-123.656111],""RBCM:144"":[49.056111,-123.656111],""RBCM:145"":[49.056111,-123.656111],""RBCM:146"":[49.056111,-123.656111],""RBCM:147"":[49.056111,-123.656111],""RBCM:148"":[49.056111,-123.656111],""RBCM:149"":[49.056111,-123.656111],""RBCM:150"":[49.056111,-123.656111],""RBCM:151"":[49.056111,-123.656111],""RBCM:152"":[49.056111,-123.656111],""RBCM:153"":[49.056111,-123.656111],""RBCM:154"":[49.056111,-123.656111],""RBCM:155"":[49.056111,-123.656111],""RBCM:156"":[49.056111,-123.656111],""RBCM:157"":[49.058056,-123.623889],""RBCM:158"":[49.058056,-123.623889],""RBCM:159"":[49.058056,-123.623889],""RBCM:160"":[49.058056,-123.623889],""RBCM:161"":[49.058056,-123.623889],""RBCM:162"":[49.058056,-123.623889],""RBCM:163"":[49.058056,-123.623889],""RBCM:164"":[49.058056,-123.623889],""RBCM:165"":[49.058056,-123.623889],""RBCM:166"":[49.058056,-123.623889],""RBCM:167"":[49.058056,-123.623889],""RBCM:168"":[49.058056,-123.623889],""RBCM:169"":[49.058056,-123.623889],""RBCM:170"":[49.058056,-123.623889],""RBCM:171"":[49.058056,-123.623889],""RBCM:172"":[49.058056,-123.623889],""RBCM:173"":[49.058056,-123.623889],""RBCM:174"":[49.058056,-123.623889],""RBCM:175"":[49.058056,-123.623889],""RBCM:176"":[49.058056,-123.623889],""RBCM:177"":[49.058056,-123.623889],""RBCM:178"":[49.058056,-123.623889]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,Muscoidea,Anthomyiidae,,,Fucellia,Fucellia fucorum,Joel Gibson,RBCM,Valdes Island,2016-06-04T00:00:00.000Z,Joel Gibson,RBCM,Valdes Island,2017-06-25T00:00:00.000Z
