Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,First Observed,Observer,iNaturalist Link,iNaturalist Photo,Notes,ID
Plectritis congesta ssp. brachystemon,(Fisch. & C.A. Mey.) Morey,shortspur seablush,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Valerianoideae,native,unlisted,reported,unobserved,1899-05,Albert J. Hill,UBC,V28656,,,,,,57787
Plectritis congesta var. congesta,(Lindl.) DC.,sea blush,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Valerianoideae,native,S5,confirmed,observed,1895-05,A.J. Hill,UBC,V28653,5/9/2018,Roger Steeb,https://www.inaturalist.org/observations/12607564,https://static.inaturalist.org/photos/18228795/medium.jpg?1526747895,,57786
Symphoricarpos albus var. laevigatus,(Fernald) S.F. Blake,common snowberry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Caprifolioideae,native,S5,confirmed,observed,8/27/1957,T.R. Ashlee,UBC,V765982,5/5/2019,Don Enright,https://www.inaturalist.org/observations/24592692,https://static.inaturalist.org/photos/38028592/medium.jpg?1557070448,,48525
Symphoricarpos mollis,Nutt.,creeping snowberry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Caprifolioideae,native,S5,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,53456
Allotropa virgata,Torr. & A. Gray,sugarstick,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Monotropoideae,native,S3S4 (2015),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,62481
Arbutus menziesii,Pursh,arbutus,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Arbutoideae,native,S4,confirmed,observed,1895-06,Albert J. Hill,UBC,V15772,8/2/2017,derrillt,http://inaturalist.ca/observations/7324019,https://static.inaturalist.org/photos/9692673/medium.jpg?1502487741,,51046
Arctostaphylos columbiana,Piper,Columbia manzanita,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Arbutoideae,native,S4,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,75505
Arctostaphylos uva-ursi,(L.) Spreng.,kinnikinnick,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Arbutoideae,native,S5,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,68049
Chimaphila umbellata,(L.) Nutt.,Prince's Pine,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Monotropoideae,native,S5 (2015),reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,84721
Gaultheria shallon,Pursh,salal,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Vaccinioideae,native,S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,6/11/2018,pblaeser,https://www.inaturalist.org/observations/13349505,https://static.inaturalist.org/photos/19565346/medium.jpeg?1528759942,,48441
Monotropa uniflora,L.,indian pipe,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Monotropoideae,native,S4 (2015),confirmed,observed,8/10/1956,T.R. Ashlee,UBC,V766047,6/11/2018,pblaeser,https://www.inaturalist.org/observations/13350587,https://static.inaturalist.org/photos/19567364/medium.jpeg?1528762295,,49477
Pterospora andromedea,Nutt.,pinedrops,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Monotropoideae,native,S4 (2015),reported,unobserved,1982-11-10,Harvey Janszen,RBCM,V120119,,,,,,
Pyrola aphylla,Sm.,leafless wintergreen,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Monotropoideae,native,S2S3 (2015) ,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,"Questionable taxon; appears to be regularly occuring in the islands, however P. picta is also thought to occur leafless",630966
Pyrola asarifolia ssp. bracteata,Michx.,bog wintergreen,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Monotropoideae,native,S5 (2000),reported,unobserved,1895-05,Albert J. Hill,UBC,V45143,,,,,,78793
Pyrola chlorantha,Sw.,greenflowered wintergreen,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Monotropoideae,native,S5? (2015),reported,unobserved,1895-06-14,Albert J. Hill,UBC,V16290,,,,,,
Rhododendron groenlandicum,(Oeder) Kron & Judd,Labrador tea,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Ericoideae,native,S5 (2015),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,180413
Vaccinium ovatum,Pursh,evergreen huckleberry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Vaccinioideae,native,S4,confirmed,observed,8/26/1957,T.R. Ashlee,UBC,V766042,6/11/2018,pblaeser,https://www.inaturalist.org/observations/13349815,https://static.inaturalist.org/photos/19565830/medium.jpeg?1528760537,,48349
Vaccinium parvifolium,Sm.,red huckleberry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Vaccinioideae,native,S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,1/24/2019,Andrew Simon,https://www.inaturalist.org/observations/19857210,https://static.inaturalist.org/photos/30614892/medium.jpeg?1548392358,,48354
Collomia heterophylla,Hook.,variableleaf collomia,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Polemoniaceae,,native,S5 (2015),reported,unobserved,7/23/1987,Gerald B. Straley,UBC,V193709,,,,,,52996
Leptosiphon minimus,(H. Mason) R. Battaglia,bicolored linanthus,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Polemoniaceae,,native,S4,reported,unobserved,1915-06,John Davidson,UBC,V44099,,,,,,77693
Microsteris gracilis,(Douglas ex Hook.) Greene,annual phlox,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Polemoniaceae,,native,S5 (2015),reported,unobserved,1980-03-30,Harvey Janszen,RBCM,V107507,,,,,,61210
Navarretia squarrosa,(Eschsch.) Hook. & Arn.,skunkweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Polemoniaceae,,native,S4 (2015),confirmed,observed,7/23/1987,Gerald B. Straley,UBC,V193707,6/5/2019,Andrew Simon,https://www.inaturalist.org/observations/26624256,https://static.inaturalist.org/photos/41351152/medium.jpeg?1560019998,,53157
Lysimachia arvensis,(L.) U.Manns & Anderb.,scarlet pimpernel,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Primulaceae,,exotic,unlisted,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,5/31/2019,Andrew Simon,https://www.inaturalist.org/observations/26153568,https://static.inaturalist.org/photos/40580928/medium.jpeg?1559354544,,791928
Lysimachia latifolia,(Hook.) Cholewa,western starflower,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Primulaceae,,native,S4S5 (2015),confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,5/7/2018,Roger Steeb,https://www.inaturalist.org/observations/12527588,https://static.inaturalist.org/photos/18090647/medium.jpg?1526511343,,496537
Lysimachia minima,(L.) U. Manns & Anderb.,chaffweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Primulaceae,,native,S4 (2018),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,
Primula pauciflora,Franch.,pretty shooting star,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Primulaceae,,native,S5,reported,unobserved,2016-04-09,MICS,Edith Point Ecological Baseline Report,,,,,,,498086
Primula vulgaris,Huds. (unresolved),primrose,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Primulaceae,,exotic,unlisted,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,56136
Acmispon parviflorus,(Benth.) D.D. Sokoloff,short-flower deervetch,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,native,S3S4 (2015),confirmed,observed,1895-06,Albert J. Hill,UBC,V23628,5/5/2019,Andrew Simon,https://www.inaturalist.org/observations/24706332,https://static.inaturalist.org/photos/38205292/medium.jpeg?1557193050,,57048
Cytisus scoparius,(L.) Link,Scotch broom,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,exotic,unlisted,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,7/15/2018,lnesbitt,https://www.inaturalist.org/observations/14402182,https://static.inaturalist.org/photos/21421423/medium.jpg?1531705117,,48538
Laburnum anagyroides,Medik.,common laburnum,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,exotic,unlisted,confirmed,observed,1980-05-23,Harvey Janszen,RBCM,V107311,5/5/2019,Lori Weidenhammer,https://www.inaturalist.org/observations/24714542,https://static.inaturalist.org/photos/38220700/medium.jpg?1557205956,,51810
Lathyrus japonicus ssp. maritimus,(L.) P.W. Ball,seaside pea,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,native,S4,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,118549
Lathyrus latifolius ,L.,broad-leaved peavine,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,exotic,unlisted,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,6/23/2019,clclp410,https://www.inaturalist.org/observations/27535595,https://static.inaturalist.org/photos/42852502/medium.jpg?1561330907,,61009
Lathyrus nevadensis var. pilosellus,(M. Peck) C.L. Hitchc. & Ownbey,purple peavine,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,4/28/2019,Andrew Simon,https://www.inaturalist.org/observations/24711145,https://static.inaturalist.org/photos/38208190/medium.jpeg?1557195322,,241251
Lathyrus palustris,L.,marsh peavine,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,native,S3S4 (2015),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,
Lathyrus sylvestris,L.,narrow-leaved everlasting peavine,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,exotic,unlisted,reported,unobserved,7/23/1987,Gerald B. Straley,UBC,V193721,,,,,,82740
Lotus corniculatus,L.,common bird's-foot trefoil,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,47435
Lupinus arboreus,Sims,tree lupine,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,exotic,unlisted,reported,unobserved,1979-06-04,Harvey Janszen,RBCM,V097996,,,,,,
Lupinus bicolor,Lindl.,two-coloured lupine,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,native,S4? (2015),reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,50614
Lupinus polycarpus,Greene,small-flowered lupine,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,native,S4,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,59423
Lupinus polyphyllus,Lindl.,large-leaved lupine,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,native,S4 (2001),reported,unobserved,1979-06-04,Harvey Janszen,RBCM,V097999,,,,,,59549
Medicago lupulina,L.,black medic,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,exotic,unlisted,reported,unobserved,2009-01-01,Quentin Cronk,Mayne Flora List,,,,,,,57056
Medicago sativa,L.,alfalfa,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,57057
Robinia pseudoacacia,L.,black locust,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,56088
Securigera varia,(L.) Lassen,crownvetch,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,exotic,unlisted,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,
Trifolium arvense,L.,rabbitfoot clover,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,79408
Trifolium campestre,Schreb.,hop trefoil,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,exotic,unlisted,reported,unobserved,1980-06-24,Harvey Janszen,RBCM,V107397,,,,,,57076
Trifolium dichotomum ,Hook. & Arn.,Macrae’s clover,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,native,S2 (2016),reported,unobserved,5/22/1996,Jenifer L. Penny,UBC,V223885,,,,,"Aiken Point, 48.8166666666667, -123.25",61179
Trifolium dubium,Sibth.,lesser hop trefoil,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,exotic,unlisted,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,6/11/2018,pblaeser,https://www.inaturalist.org/observations/13351235,https://static.inaturalist.org/photos/19568490/medium.jpeg?1528763439,,53313
Trifolium microcephalum,Pursh,small-headed clover,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,native,S4,confirmed,observed,1895-06-14,Albert J. Hill,UBC,V24492,5/5/2019,Andrew Simon,https://www.inaturalist.org/observations/24706229,https://static.inaturalist.org/photos/38204461/medium.jpeg?1557192365,,58911
Trifolium microdon ,Hook. & Arn.,thimble clover,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,native,S3S4,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,5/8/2019,Andrew Simon,https://www.inaturalist.org/observations/24874212,https://static.inaturalist.org/photos/38474373/medium.jpeg?1557465901,,57079
Trifolium oliganthum,Steud.,few-flowered clover,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,native,S4,confirmed,observed,1980-05-03,Adolf Ceska & Oldriska Ceska,RBCM,V163742,5/8/2019,Andrew Simon,https://www.inaturalist.org/observations/24874215,https://static.inaturalist.org/photos/38474387/medium.jpeg?1557465929,,71122
Trifolium pratense,L.,red clover,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,exotic,unlisted,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,51875
Trifolium repens,L.,white clover,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,exotic,unlisted,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,5/16/2019,Andrew Simon,https://www.inaturalist.org/observations/25454746,https://static.inaturalist.org/photos/39424490/medium.jpeg?1558374288,,55745
Trifolium striatum,L.,knotted clover,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,exotic,unlisted,confirmed,observed,1996-06,Terry Taylor,UBC,V211733,5/24/2019,Andrew Simon,https://www.inaturalist.org/observations/25720374,https://static.inaturalist.org/photos/39866183/medium.jpeg?1558766389,,
Trifolium subterraneum,L.,subterranean clover,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,exotic,unlisted,reported,unobserved,5/13/1980,Harvey Janszen,SEM,V107438,,,,,,60201
Trifolium variegatum,Nutt.,white-tipped clover,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,native,S4 (2015),confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,5/5/2019,Andrew Simon,https://www.inaturalist.org/observations/24706230,https://static.inaturalist.org/photos/38204474/medium.jpeg?1557192379,,57080
Trifolium willdenovii,Spreng.,tomcat clover,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,native,S4,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,4/28/2019,Andrew Simon,https://www.inaturalist.org/observations/24711254,https://static.inaturalist.org/photos/38211347/medium.jpeg?1557197426,,57081
Trifolium wormskioldii ,Lehm.,springbank clover,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,native,S5 (2001),reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,71146
Vicia americana,Willd.,American deer vetch,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,native,S5,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,53320
Vicia cracca,L.,tufted vetch,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,exotic,unlisted,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,52471
Vicia gigantea,Hook.,giant vetch,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,native,S5 (2000),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,53322
Vicia hirsuta,(L.) Gray,hairy tare,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,exotic,unlisted,confirmed,observed,6/24/1996,H. Moore,UBC,V18517,4/28/2019,Andrew Simon,https://www.inaturalist.org/observations/24711340,https://static.inaturalist.org/photos/38213787/medium.jpeg?1557199084,,56188
Vicia sativa,L.,common vetch,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,exotic,unlisted,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,5/17/2019,Bob Kennedy,https://www.inaturalist.org/observations/25626038,https://static.inaturalist.org/photos/39707745/medium.jpg?1558629226,,53324
Vicia tetrasperma,(L.) Schreb.,smooth tare,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,
Vicia villosa,Roth,hairy vetch,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,57317
Alnus rubra,Bong.,red alder,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fagales,,,Betulaceae,,native,S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,8/7/2017,Riley Pollom,https://www.inaturalist.org/observations/7536411,https://static.inaturalist.org/photos/9831126/medium.jpeg?1503013488,,56034
Corylus cornuta,Marshall,beaked hazelnut,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fagales,,,Betulaceae,,native,S5 (2000),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,53374
Quercus garryana,Douglas ex Hook.,Garry oak,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fagales,,,Fagaceae,,native,S5,confirmed,observed,6/2/1915,John Davidson,UBC,V46476,5/9/2018,Roger Steeb,https://www.inaturalist.org/observations/12607448,https://static.inaturalist.org/photos/18228562/medium.jpg?1526747617,,68632
Apocynum androsaemifolium,L.,fly-trap dogbane,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Gentianales,,,Apocynaceae,Apocynoideae,native,S5 (2000),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,47359
Vinca major,L.,greater periwinkle,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Gentianales,,,Apocynaceae,Rauvolfioideae,exotic,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,3/20/2019,Andrew Simon,https://www.inaturalist.org/observations/21442999,https://static.inaturalist.org/photos/33175820/medium.jpeg?1553143162,,53326
Vinca minor,L.,lesser periwinkle,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Gentianales,,,Apocynaceae,Rauvolfioideae,exotic,unlisted,reported,unobserved,1980-03-30,Harvey Janszen,RBCM,V107510,,,,,,55844
Centaurium erythraea,Rafn,common centaury,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Gentianales,,,Gentianaceae,,exotic,unlisted,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,56236
Galium aparine,L.,cleavers,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Gentianales,,,Rubiaceae,Rubioideae,native,S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,6/10/2018,pblaeser,https://www.inaturalist.org/observations/13324290,https://static.inaturalist.org/photos/19519538/medium.jpeg?1528690128,,53059
