iNaturalist taxon name,iNaturalist taxon ID,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Taxon name,Origin,Status,Reporting Status,Collected/Reported (y-m-d),Collector/Source,Collection/List,First Observed,Observer,Accession Number,GBIF ID,iNaturalist Observation Link,iNaturalist Obs Photo Link,Notes,Critical Notes,Common name
Doris odhneri,124210,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Dorididae,,,Doris,Doris odhneri,Doris odhneri,unlisted,unlisted,confirmed,1973-09-20,Andy Lamb & Donna Gibbs,PMLS,2016-02-07,Peter Luckham,,,http://www.inaturalist.org/observations/2763462,https://static.inaturalist.org/photos/3127744/medium.jpg?1457578278,,,white nudibranch
Eubranchus rupium,533047,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Eubranchidae,,,Eubranchus,Eubranchus rupium,Eubranchus rupium,unlisted,unlisted,reported,2012-10-06,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,olive aeolid
Eubranchus sanjuanensis,544965,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Eubranchidae,,,Eubranchus,Eubranchus sanjuanensis,Eubranchus sanjuanensis,unlisted,unlisted,new 2019,,,,2019-05-04,Larry Taylor,,,https://www.inaturalist.org/observations/30012097,https://static.inaturalist.org/photos/46864234/original.jpeg?1564701622,,notable report,
Hermissenda crassicornis,495552,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Aeolidioidea,Facelinidae,,,Hermissenda,Hermissenda crassicornis,Hermissenda crassicornis,unlisted,unlisted,confirmed,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,2015-05-19,Karolle Wall,,,http://www.inaturalist.org/observations/3707787,https://static.inaturalist.org/photos/4306309/original.jpg?1468987954,,,opalescent nudibranch
Coryphella verrucosa,633193,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Coryphellidae,,,Coryphella,Coryphella verrucosa,Coryphella verrucosa,unlisted,unlisted,confirmed,1994-09-10,Andy Lamb & Donna Gibbs,PMLS,2015-07-30,Karolle Wall,,,http://www.inaturalist.org/observations/3705778,https://static.inaturalist.org/photos/4303106/medium.jpg?1468962749,,,red-gilled nudibranch
Ziminella japonica,877359,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Paracoryphellidae,,,Ziminella,Ziminella japonica,Flabellina japonica,unlisted,unlisted,reported,2009-02-08,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,pearly nudibranch
Himatina trophina,633561,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Flabellinidae,,,Himatina,Himatina trophina,Himatina trophina,unlisted,unlisted,confirmed,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,2013-10-13,Peter Luckham,,,http://www.inaturalist.org/observations/2976615,https://static.inaturalist.org/photos/3420834/medium.jpg?1461100300,Reported as Flabellina trophina,,red flabellina
Orienthella trilineata,764704,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Flabellinidae,,,Orienthella,Orienthella trilineata,Orienthella trilineata,unlisted,unlisted,confirmed,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,2019-05-05,Emily Adamczyk,,,https://www.inaturalist.org/observations/24750315,https://static.inaturalist.org/photos/38274688/medium.jpeg?1557262448,Reported as Flabellina trilineata,,three-lined nudibranch
Acanthodoris hudsoni,48447,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,,Acanthodoris,Acanthodoris hudsoni,Acanthodoris hudsoni,unlisted,unlisted,confirmed,1994-10-23,Andy Lamb & Donna Gibbs,PMLS,2015-05-16,Peter Luckham,,,http://www.inaturalist.org/observations/2854926,https://static.inaturalist.org/photos/3257076/medium.jpg?1459383467,,,Hudson's dorid
Acanthodoris nanaimoensis,47476,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,,Acanthodoris,Acanthodoris nanaimoensis,Acanthodoris nanaimoensis,unlisted,unlisted,confirmed,1985-12-08,Andy Lamb & Donna Gibbs,PMLS,2016-02-18,Peter Luckham,,,http://www.inaturalist.org/observations/2755485,https://static.inaturalist.org/photos/3116337/medium.jpg?1457385624,,,Nanaimo nudibranch
Acanthodoris pilosa,47466,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,,Acanthodoris,Acanthodoris pilosa,Acanthodoris pilosa,unlisted,unlisted,reported,2008-06-15,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,pilose doris
Adalaria,554476,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,,Adalaria,,Adalaria sp.,unlisted,unlisted,reported,1996-09-28,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,tiny white dorid
Diaphorodoris lirulatocauda,48630,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,,Diaphorodoris,Diaphorodoris lirulatocauda,Diaphorodoris lirulatocauda,unlisted,unlisted,confirmed,2008-05-30,Andy Lamb & Donna Gibbs,PMLS,2016-05-15,Karolle Wall,,,http://www.inaturalist.org/observations/3707594,https://static.inaturalist.org/photos/4305890/medium.jpg?1468984104,,,porcupine dorid
Knoutsodonta jannae,508447,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,,Knoutsodonta,Knoutsodonta jannae,Knoutsodonta jannae,unlisted,unlisted,reported,2018-06-19,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,Janna's adalaria
Onchidoris bilamellata,47480,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,,Onchidoris,Onchidoris bilamellata,Onchidoris bilamellata,unlisted,unlisted,confirmed,2006-06-23,Andy Lamb & Donna Gibbs,PMLS,2016-07-18,Karolle Wall,,,http://www.inaturalist.org/observations/4052743,https://static.inaturalist.org/photos/4799889/medium.jpg?1473211937,,,barnacle-eating nudibranch
Limacia cockerelli,538830,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Polyceridae,Triophinae,,Limacia,Limacia cockerelli,Limacia cockerelli,unlisted,unlisted,reported,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,Cockerell's nudibranch
Polycera zosterae,501581,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Polyceridae,Polycerinae,,Polycera,Polycera zosterae,Polycera zosterae,unlisted,unlisted,new 2016,,,,2010-05-10,Karolle Wall,,,http://www.inaturalist.org/observations/3707748,https://static.inaturalist.org/photos/4306247/medium.jpg?1468987093,,,sea slug
Triopha catalinae,47454,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Polyceridae,Triophinae,,Triopha,Triopha catalinae,Triopha catalinae,unlisted,unlisted,confirmed,1994-02-27,Andy Lamb & Donna Gibbs,PMLS,2016-02-07,Peter Luckham,,,http://www.inaturalist.org/observations/2763434,https://static.inaturalist.org/photos/3127688/medium.jpg?1457577755,,,clown nudibranch
Triopha maculata,47110,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Polyceridae,Triophinae,,Triopha,Triopha maculata,Triopha maculata,unlisted,unlisted,reported,2008-05-30,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,spotted triopha
Antiopella fusca,886884,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Proctonotoidea,Janolidae,,,Antiopella,Antiopella fusca,Antiopella fusca,unlisted,unlisted,confirmed,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,2015-06-18,Karolle Wall,,,http://www.inaturalist.org/observations/3705624,https://static.inaturalist.org/photos/4302968/medium.jpg?1468961486,reported as Janolus fuscus,,white-and-orange-tipped nudibranch
Rostanga pulchra,47473,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Discodorididae,,,Rostanga,Rostanga pulchra,Rostanga pulchra,unlisted,unlisted,confirmed,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,2016-05-06,Karolle Wall,,,http://www.inaturalist.org/observations/3705820,https://static.inaturalist.org/photos/4303261/medium.jpg?1468964224,,,red sponge nudibranch
Melibe leonina,48455,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Tethydidae,,,Melibe,Melibe leonina,Melibe leonina,unlisted,unlisted,confirmed,1994-10-07,Andy Lamb & Donna Gibbs,PMLS,2013-08-20,Karolle Wall,,,http://www.inaturalist.org/observations/3705621,https://static.inaturalist.org/photos/4302960/medium.jpg?1468961381,,,hooded nudibranch
Zelentia pustulata,564602,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Trinchesiidae,,,Zelentia,Zelentia pustulata,Zelentia pustulata,unlisted,unlisted,reported,1982-05-21,Sandra Millen-Crane,RBCM,,,983-00026-001,1898308265,,,,,
Tochuina gigantea,873733,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Tritonioidea,Tritoniidae,,,Tochuina,Tochuina gigantea,Tochuina gigantea,unlisted,unlisted,reported,1973-09-20,Andy Lamb & Donna Gibbs,PMLS,,,,,,,reported as Tritonia gigantea,,orange-peel nudibranch
Tritonia festiva,48827,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Tritonioidea,Tritoniidae,,,Tritonia,Tritonia festiva,Tritonia festiva,unlisted,unlisted,confirmed,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,2013-10-13,Peter Luckham,,,http://www.inaturalist.org/observations/2976292,https://static.inaturalist.org/photos/3420558/medium.jpg?1461099310,,,diamondback nudibranch
Tritonia tetraquetra,545545,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Tritonioidea,Tritoniidae,,,Tritonia,Tritonia tetraquetra,Tritonia tetraquetra,unlisted,unlisted,new 2016,,,,2013-10-13,Peter Luckham,,,http://www.inaturalist.org/observations/2975951,https://static.inaturalist.org/photos/3420061/medium.jpg?1461097305,reported as Tritonia diomedea,,giant orange tochui
Berthella californica,49902,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Pleurobranchida,,Pleurobranchoidea,Pleurobranchidae,,,Berthella,Berthella californica,Berthella californica,unlisted,unlisted,confirmed,2005-12-10,Andy Lamb & Donna Gibbs,PMLS,2015-05-16,Peter Luckham,,,http://www.inaturalist.org/observations/2854808,https://static.inaturalist.org/photos/3256911/medium.jpg?1459381983,,,California berthella
Berthella strongi,49907,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Pleurobranchida,,Pleurobranchoidea,Pleurobranchidae,,,Berthella,Berthella strongi,Berthella strongi,unlisted,unlisted,reported,2005-12-10,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,Strong's berthella
Limacina helicina,345356,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Pteropoda,Euthecosomata,Limacinoidea,Limacinidae,,,Limacina,Limacina helicina,Limacina helicina,unlisted,unlisted,reported,2009-04-04,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,helicid pteropod
Haplotrema vancouverense,220933,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Haplotrematoidea,Haplotrematidae,,,Haplotrema,Haplotrema vancouverense,Haplotrema vancouverense,unlisted,unlisted,new 2018,,,,2018-02-15,Kevin Toomer,,,https://www.inaturalist.org/observations/9886289,https://static.inaturalist.org/photos/13552572/medium.jpg?1518830768,,,robust lancetooth
Calliostoma annulatum,121181,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,Calliostoma annulatum,Calliostoma annulatum,unlisted,unlisted,reported,1993-05-09,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,purple-ringed topsnail
Acmaea mitra,47676,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Acmaeidae,,,Acmaea,Acmaea mitra,Acmaea mitra,unlisted,unlisted,reported,1981-05-31,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,whitecap limpet
Rictaxis punctocaelatus,49779,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,,,Acteonoidea,Acteonidae,,,Rictaxis,Rictaxis punctocaelatus,Rictaxis punctocaelatus,unlisted,unlisted,reported,1961-06-22,Ian McTaggart-Cowan,RBCM,,,979-03322,1898323409,,,,,bubble snail
Batillaria attramentaria,68783,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,,,Cerithioidea,Batillariidae,,,Batillaria,Batillaria attramentaria,Batillaria attramentaria,unlisted,unlisted,new 2019,,,,2019-05-05,John Reynolds,,,https://www.inaturalist.org/observations/25655199,https://static.inaturalist.org/photos/39759877/medium.jpg?1558664502,,"Jim Carlton: ""I have been using Batillaria attramentaria.  I see Philippe Bouchet (in WoRMS) treats B. cumingii as a taxon inquirendum""",Japanese false cerith
Epitonium indianorum,129921,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,,,Epitonioidea,Epitoniidae,,,Epitonium,Epitonium indianorum,Epitonium indianorum,unlisted,unlisted,reported,2008-07-19,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,money wentletrap
Cryptobranchia concentrica,541593,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lepetidae,,,Cryptobranchia,Cryptobranchia concentrica,Cryptobranchia concentrica,unlisted,unlisted,reported,2007-10-14,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,ringed blind limpet
Lottia digitalis,64287,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lottiidae,,,Lottia,Lottia digitalis,Lottia digitalis,unlisted,unlisted,new 2016,,,,2016-09-01,Andrew Simon,,,http://www.inaturalist.org/observations/4017022,https://static.inaturalist.org/photos/4745326/medium.jpeg?1472820068,,,fingered limpet
Lottia pelta,63243,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lottiidae,,,Lottia,Lottia pelta,Lottia pelta,unlisted,unlisted,new 2017,,,,2017-04-10,Andrew Simon,,,https://www.inaturalist.org/observations/5646967,https://static.inaturalist.org/photos/6986592/medium.jpeg?1491881056,,,shield limpet
Lottia persona,339143,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lottiidae,,,Lottia,Lottia persona,Lottia persona,unlisted,unlisted,new 2016,,,,2015-08-28,Lauren Magner & Andrew Simon,,,http://www.inaturalist.org/observations/3735052,https://static.inaturalist.org/photos/4340374/medium.jpeg?1469332021,,,mask limpet
Lottia scutum,129962,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lottiidae,,,Lottia,Lottia scutum,Lottia scutum,unlisted,unlisted,confirmed,2002-03-23,Andy Lamb & Donna Gibbs,PMLS,2016-08-21,Tyrel Froese,,,http://www.inaturalist.org/observations/4004998,https://static.inaturalist.org/photos/4730589/medium.jpeg?1472686083,,,plate limpet
Odostomia,129939,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Pylopulmonata,,,Pyramidelloidea,Pyramidellidae,,,Odostomia,,Odostomia sp.,unlisted,unlisted,reported,1961-06-22,Ian McTaggart-Cowan,RBCM,,,979-03329,1898323195,,,,,
Turbonilla,84989,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Pylopulmonata,,,Pyramidelloidea,Pyramidellidae,,,Turbonilla,,Turbonilla sp.,unlisted,unlisted,reported,1961-06-22,Ian McTaggart-Cowan,RBCM,,,979-03330,1898315600,,,,,
Margarites pupillus,129922,Animalia,Mollusca,,,Bivalvia,Pteriomorphia,,Ostreida,,Pterioidea,Margaritidae,,,Margarites,Margarites pupillus,Margarites pupillus,unlisted,unlisted,confirmed,2009-02-08,Andy Lamb & Donna Gibbs,PMLS,2017-05-14,Scott Gilmore,,,https://www.inaturalist.org/observations/6223678,https://static.inaturalist.org/photos/7819161/medium.jpeg?1494873585,,,puppet margarite
Lepidozona interstincta,131231,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Ischnochitonidae,,,Lepidozona,Lepidozona interstincta,Lepidozona interstincta,unlisted,unlisted,reported,1995-01-17,Robert Forsyth & Tammy Forsyth,RBCM,,,002-00070-002,1898319794,,,,,smooth lepidozona
Lepidozona mertensii,117621,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Ischnochitonidae,,,Lepidozona,Lepidozona mertensii,Lepidozona mertensii,unlisted,unlisted,reported,1995-01-17,Robert Forsyth; Tammy Forsyth,RBCM,,,002-00070-001,1898320334,,,,,Merten's chiton
Lepidozona trifida,500743,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Ischnochitonidae,,,Lepidozona,Lepidozona trifida,Lepidozona trifida,unlisted,unlisted,reported,1999-05-05,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,three-rib chiton
Cyanoplax dentiens,71241,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,,,Cyanoplax,Cyanoplax dentiens,Cyanoplax dentiens,unlisted,unlisted,new 2017,,,,2017-05-14,Scott Gilmore,,,https://www.inaturalist.org/observations/6223676,https://static.inaturalist.org/photos/7819168/medium.jpeg?1494873602,,,Gould’s baby chiton
Lepidochitona,130883,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,,,Lepidochitona,,Lepidochitona sp.,unlisted,unlisted,reported,1893-06-01,Charles Newcombe,RBCM,,,991-00066-001,1898303601,,,,,
Katharina tunicata,47632,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,Katharina,Katharina tunicata,Katharina tunicata,unlisted,unlisted,confirmed,1993-08-16,Andy Lamb & Donna Gibbs,PMLS,2019-04-29,Andrew Simon,,,https://www.inaturalist.org/observations/24824671,https://static.inaturalist.org/photos/38395539/medium.jpg?1557382318,,,black leather chiton
Mopalia hindsii,51725,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,Mopalia,Mopalia hindsii,Mopalia hindsii,unlisted,unlisted,confirmed,1999-07-31,Andy Lamb & Donna Gibbs,PMLS,2019-07-01,'sarahs77',,,https://www.inaturalist.org/observations/28011505,https://static.inaturalist.org/photos/43636600/medium.jpg?1562007277,,,Hind's mopalia
Mopalia kennerleyi,360858,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,Mopalia,Mopalia kennerleyi,Mopalia kennerleyi,unlisted,unlisted,reported,1999-07-31,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,northern hairy chiton
Mopalia lignosa,51724,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,Mopalia,Mopalia lignosa,Mopalia lignosa,unlisted,unlisted,confirmed,1999-07-31,Andy Lamb & Donna Gibbs,PMLS,2018-08-10,Karolle Wall,,,https://www.inaturalist.org/observations/15726095,https://static.inaturalist.org/photos/23478521/medium.jpg?1534780653,,,woody chiton
Mopalia muscosa,117633,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,Mopalia,Mopalia muscosa,Mopalia muscosa,unlisted,unlisted,confirmed,2008-10-10,Andy Lamb & Donna Gibbs,PMLS,2017-05-26,Kris Krüg,,,http://inaturalist.ca/observations/6371640,https://static.inaturalist.org/photos/8040073/medium.jpg?1495831928,,,mossy chiton
Mopalia spectabilis,364026,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,Mopalia,Mopalia spectabilis,Mopalia spectabilis,unlisted,unlisted,confirmed,1999-05-04,Andy Lamb & Donna Gibbs,PMLS,2016-05-25,Karolle Wall,,,https://www.inaturalist.org/observations/4052033,https://static.inaturalist.org/photos/4798687/original.jpg?1473205033,,,red-flecked mopalia
Mopalia swanii,339904,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,Mopalia,Mopalia swanii,Mopalia swanii,unlisted,unlisted,reported,2006-06-30,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,Swan's mopalia
Mopalia vespertina,364027,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,Mopalia,Mopalia vespertina,Mopalia vespertina,unlisted,unlisted,confirmed,,,RBCM,2017-05-26,Kris Krüg,986-00191-035,,http://inaturalist.ca/observations/6390299,https://static.inaturalist.org/photos/8067950/medium.jpg?1495941843,,,smooth mopalia
Placiphorella rufa,547332,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,Placiphorella,Placiphorella rufa,Placiphorella rufa,unlisted,unlisted,reported,1999-05-05,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,red veiled-chiton
Placiphorella velata,55354,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,Placiphorella,Placiphorella velata,Placiphorella velata,unlisted,unlisted,reported,2011-11-18,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,veiled-chiton
Tonicella insignis,498132,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,,,Tonicella,Tonicella insignis,Tonicella insignis,unlisted,unlisted,reported,1973-06-14,Philip Lambert,RBCM,,,973-00137-004,1898274711,,,,,white-line chiton
Cryptochiton stelleri,49053,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,Cryptochiton,Cryptochiton stelleri,Cryptochiton stelleri,unlisted,unlisted,confirmed,1973-09-20,Andy Lamb & Donna Gibbs,PMLS,2016-04-24,Chessi Miltner,,,http://www.inaturalist.org/observations/3684476,https://static.inaturalist.org/photos/4272153/medium.jpg?1468629442,,,giant Pacific chiton
Tonicella lineata,47425,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,,,Tonicella,Tonicella lineata,Tonicella lineata,unlisted,unlisted,confirmed,1995-01-17,Robert Forsyth & Tammy Forsyth,RBCM,2016-06-06,Chessi Miltner,002-00070-003,1898301747,http://www.inaturalist.org/observations/3598644,https://static.inaturalist.org/photos/4166251/medium.jpg?1467510567,,,lined chiton
