iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Author,Common name,Origin,Status,Reporting,Collected/Reported (y-m-d),Collector/Source,Collection/List,First Observed,Catalogue Number,sinceTimestamp,sinceRecordedBy,sinceCollection,Documenting,iNaturalist Observation Link,Notes
Mysidopsini,1067606,Mysidopsini,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Mysida,,,,Mysidae,Leptomysinae,Mysidopsini,,,"Wittmann, Ariani & Lagardère",common gray mysid,Origin,Status,reported,,,,,,,,iNat,undocumented,, 
Entomobrya katzi,1236975,Entomobrya katzi,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Entomobryomorpha,,,Entomobryoidea,Entomobryidae,Entomobryinae,,Entomobrya,katzi,Jordana & Baquero,a species of springtail,Origin,Status,new 2018,,,,,,4/26/2021,benkeen,iNat,documented,https://www.inaturalist.org/observations/75387212,
Entomobrya nivalis,389008,Entomobrya nivalis,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Entomobryomorpha,,,Entomobryoidea,Entomobryidae,Entomobryinae,,Entomobrya,nivalis,L.,Cosmopolitan springtail,Origin,Status,new 2021,,,,,,5/13/2021,benkeen,iNat,documented,https://www.inaturalist.org/observations/78651990,iNat: needs i.d.
Entomobrya triangularis,296704,Entomobrya triangularis,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Entomobryomorpha,,,Entomobryoidea,Entomobryidae,Entomobryinae,,Entomobrya,triangularis,Schott,a species of springtail,Origin,Status,new 2020,,,,,,3/29/2020,elsemikkelsen,iNat,documented,https://www.inaturalist.org/observations/41082253,
Orchesella cincta,132308,Orchesella cincta,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Entomobryomorpha,,,Entomobryoidea,Entomobryidae,Orchesellinae,,Orchesella,cincta,L.,a species of springtail,Origin,Status,new 2021,,,,,,2/13/2021,benkeen,iNat,documented,https://www.inaturalist.org/observations/69539538,
Orchesella villosa,487130,Orchesella villosa,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Entomobryomorpha,,,Entomobryoidea,Entomobryidae,Orchesellinae,,Orchesella,villosa,L.,a species of springtail,Origin,Status,new 2021,,,,,,5/11/2021,benkeen,iNat,documented,https://www.inaturalist.org/observations/78416113,
Tomocerus,171556,Tomocerus sp.,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Entomobryomorpha,,,Tomoceroidea,Tomoceridae,Tomocerinae,,Tomocerus,,Nicolet,a genus of springtails,Origin,Status,new 2019,,,,,,2019-05-29,elsemikkelsen,iNat,documented,https://www.inaturalist.org/observations/32729226,
Hypogastrura nivicola,125613,Hypogastrura nivicola,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Poduromorpha,,,,Hypogastruridae,,,Hypogastrura,nivicola,Fitch,Snowflea,Origin,Status,new 2019,,,,,,12/25/2019,benkeen,iNat,documented,https://www.inaturalist.org/observations/36946353,
Neanurinae,373493,Neanurinae,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Poduromorpha,,,Neanuroidea,Neanuridae,Neanurinae,,,,Börner,a subfamiy of short-legged springtails,Origin,Status,new 2020,,,,,,11/15/2020,benkeen,iNat,documented,https://www.inaturalist.org/observations/64980530,
Ptenothrix maculosa,491087,Ptenothrix maculosa,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Symphypleona,,,Dicyrtomoidea,Dicyrtomidae,,,Ptenothrix,maculosa,Schott,a species of springtail,Origin,Status,new 2021,,,,,,5/14/2021,benkeen,iNat,documented,https://www.inaturalist.org/observations/78773533,iNat: needs i.d.
Pedetontus submutans,517769,Pedetontus submutans,Animalia,Arthropoda,Hexapoda,,Insecta,,,Archaeognatha,,,,Machilidae,Petrobiinae,,Pedetontus,submutans,Silvestri,none,Origin,Status,new 2012,,,,,,2012-06-02,judithofsquamish,iNat,documented,https://www.inaturalist.org/observations/32711658,
Nyctibora,132139,Nyctibora sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Blattodea,,,Blaberoidea,Ectobiidae,Nyctiborinae,,Nyctibora,,Burmeister,none,Origin,Status,reported,1960-10-09,E. Adams,UBC,,SEM-UBC DIC-0073,,,iNat,undocumented,,
Zootermopsis angusticollis,121383,Zootermopsis angusticollis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Blattodea,,,Blattoidea,Archotermopsidae,,,Zootermopsis,angusticollis,Hagen,Pacific dampwood termite,Origin,Status,new 2018,,,,,,2018-09-08,benkeen,iNat,documented,https://www.inaturalist.org/observations/16442109,
Acilius abbreviatus,212321,Acilius abbreviatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Dytiscoidea,Dytiscidae,Dytiscinae,Aciliini,Acilius,abbreviatus,Aubé,a sp of predaceous diving beetle,Origin,Status,new 2019,,,,,,6/16/2019,hydaticus,iNat,documented,https://www.inaturalist.org/observations/27189015,
Agabus,84734,Agabus sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Dytiscoidea,Dytiscidae,Agabinae,Agabini,Agabus,,Leach,predatory aquatic beetles,Origin,Status,reported,1955-08-08,R. Stace-Smith,UBC,,SEM-UBC COL-32514,,,iNat,undocumented,,
Bembidion,130639,Bembidion sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Trechinae,Bembidiini,Bembidion,,Latreille,a genus of beetles,Origin,Status,confirmed,,,,,,2019-04-05,benkeen,iNat,documented,https://www.inaturalist.org/observations/22064998,
Boreonectes griseostriatus,456162,Boreonectes griseostriatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Dytiscoidea,Dytiscidae,Hydroporinae,Hydroporini,Boreonectes,griseostriatus,(DeGeer),none,Origin,Status,reported,1955-08-08,R. Stace-Smith,UBC,,SEM-UBC COL-32731,,,iNat,undocumented,,
Carabus granulatus,216086,Carabus granulatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Carabinae,Carabini,Carabus,granulatus,L.,granulated ground beetle,Origin,Status,new 2020,,,,,,2020-04-17,benkeen,iNat,documented,https://www.inaturalist.org/observations/42455425,
Carabus nemoralis,56552,Carabus nemoralis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Carabinae,Carabini,Carabus,nemoralis,O.F.Muller,bronze ground beetle,Origin,Status,new 2018,,,,,,2018-05-19,gwenlh,iNat,documented,https://www.inaturalist.org/observations/12642466,
Cicindela depressula depressula,235109,Cicindela depressula depressula,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Cicindelinae,Cicindelini,Cicindela,depressula,Casey,dispirited tiger beetle,Origin,Status,reported,1924-12-15,not online,UBC,,SEM-UBC COL-14476,,,iNat,undocumented,,
Cicindela oregona,52620,Cicindela oregona,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Cicindelinae,Cicindelini,Cicindela,oregona,LeConte,Western tiger beetle,Origin,Status,confirmed,,,,,,2018-08-31,mgedmonds,iNat,documented,https://www.inaturalist.org/observations/16150754,
Cicindela oregona oregona,235184,Cicindela oregona oregona,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Cicindelinae,Cicindelini,Cicindela,oregona,LeConte,Oregon Tiger Beetle,Origin,Status,new 2021,,,,,,4/19/2021,cgbc,iNat,documented,https://www.inaturalist.org/observations/74589444,
Cychrus tuberculatus,217958,Cychrus tuberculatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Carabinae,Cychrini,Cychrus,tuberculatus,Harris,a sp of ground beetle,Origin,Status,new 2021,,,,,,5/10/2021,jkaseman18,iNat,documented,https://www.inaturalist.org/observations/78345801,
Dineutus assimilis,218467,Dineutus assimilis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,,Gyrinidae,Gyrininae,Dineutini,Dineutus,assimilis,Kirby,a whirligig beetle,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Diplous aterrimus,218552,Diplous aterrimus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Trechinae,Patrobini,Diplous,aterrimus,Dejean,a sp of ground beetle,Origin,Status,new 2021,,,,,,8/29/2021,chloe_and_trevor,iNat,documented,https://www.inaturalist.org/observations/94382613,
Dytiscus,88070,Dytiscus sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Dytiscoidea,Dytiscidae,Dytiscinae,Dytiscini,Dytiscus,,L.,a genus of predaceous diving beetles,Origin,Status,new 2018,,,,,,2018-04-11,thuja,iNat,documented,https://www.inaturalist.org/observations/10792258,
Graphoderus liberus,220657,Graphoderus liberus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Dytiscoidea,Dytiscidae,Dytiscinae,Aciliini,Graphoderus,liberus,Say,none,Origin,Status,new 2019,,,,,,2019-07-01,judithofsquamish,iNat,documented,https://www.inaturalist.org/observations/28039587,
Gyrinus picipes,220785,Gyrinus picipes,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,,Gyrinidae,Gyrininae,Gyrinini,Gyrinus,picipes,Aube,a whirligig beetle,Origin,Status,reported,1931-06-28,H.B. Leech,UBC,,SEM-UBC COL-01204,,,iNat,undocumented,,
Ilybiosoma perplexum,456193,Ilybiosoma perplexum ,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Dytiscoidea,Dytiscidae,Agabinae,Agabini,Ilybiosoma,perplexum,(Sharp),none,Origin,Status,reported,1955-06-23,R. Stace-Smith,UBC,,SEM-UBC COL-23104,,,iNat,undocumented,, 
Lebia viridis,135276,Lebia viridis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Lebiinae,Lebiini,Lebia,viridis,Say,Flower Lebia Beetle,Origin,Status,new 2021,,,,,,7/31/2021,benkeen,iNat,documented,https://www.inaturalist.org/observations/89329405,
Omus dejeanii,226395,Omus dejeanii,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Cicindelinae,Megacephalini,Omus,dejeanii,Reiche,Greater Night-stalking Tiger Beetle,Origin,Status,new 2019,,,,,,4/27/2019,benkeen,iNat,documented,https://www.inaturalist.org/observations/23551538,
Promecognathus crassus,228778,Promecognathus crassus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Promecognathinae,Promecognathini,Promecognathus,crassus,LeConte,a species of ground beetle,Origin,Status,new 2021,,,,,,4/19/2021,cgbc,iNat,documented,https://www.inaturalist.org/observations/74589477,
Pterostichus algidus,229317,Pterostichus algidus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,algidus,LeConte,a ground beetle,Origin,Status,confirmed,,,,,,2018-11-11,benkeen,iNat,documented,https://www.inaturalist.org/observations/18337545,
Pterostichus herculaneus,229343,Pterostichus herculaneus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,herculaneus,Mannerheim,none,Origin,Status,new 2019,,,,,,2019-04-13,benkeen,iNat,documented,https://www.inaturalist.org/observations/22436175,iNat: needs i.d.
Pterostichus lama,124154,Pterostichus lama,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,lama,Ménétries,a species of woodland ground beetle,Origin,Status,new 2019,,,,,,2019-05-28,elsemikkelsen,iNat,documented,https://www.inaturalist.org/observations/34048600,
Pterostichus melanarius,131931,Pterostichus melanarius,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,melanarius,Illiger,rain-beetle,Origin,Status,new 2019,,,,,,2019-06-29,benkeen,iNat,documented,https://www.inaturalist.org/observations/27903429,
Scaphinotus angulatus,143918,Scaphinotus angulatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Carabinae,Cychrini,Scaphinotus,angulatus,T. Harris,a ground beetle,Origin,Status,new 2019,,,,,,2019-05-14,benkeen,iNat,documented,https://www.inaturalist.org/observations/25143289,
Scaphinotus angusticollis,63575,Scaphinotus angusticollis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Carabinae,Cychrini,Scaphinotus,angusticollis,Mannerheim,a ground beetle,Origin,Status,confirmed,,,,,,2017-09-30,rainwalker,iNat,documented,https://www.inaturalist.org/observations/8187208,
Scaphinotus johnsoni,230460,Scaphinotus johnsoni,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Carabinae,Cychrini,Scaphinotus,johnsoni,Van Dyke,a ground beetle,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Trachypachus holmbergi,232773,Trachypachus holmbergi,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Trachypachidae,,,Trachypachus,holmbergi,Mannerheim,a false ground beetle,Origin,Status,recorded,,,,,,,,iNat,undocumented,,
Trachypachus inermis,458684,Trachypachus inermis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Trachypachidae,,,Trachypachus,inermis,Motschulsky,a false ground beetle,Origin,Status,recorded,1961-05-22,G.J. Spencer,UBC,,SEM-UBC COL-17763,,,iNat,undocumented,,
Trechus ovipennis,232820,Trechus ovipennis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Trechinae,Trechini,Trechus,ovipennis,Motschulsky,none,Origin,Status,recorded,1962-02-20,G.J. Spencer,UBC,,SEM-UBC COL-20993,,,iNat,undocumented,, 
Fleutiauxellus manki,456320,Fleutiauxellus manki,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Negastriinae,Negastriini,Fleutiauxellus,manki,(Fall),none,Origin,Status,reported,1945-08-08,R. Stace-Smith,UBC,,SEM-UBC COL-30167,,,iNat,undocumented,, 
Adalia bipunctata,52506,Adalia bipunctata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,Adalia,bipunctata,Linnaeus,two-spotted lady beetle,Origin,Status,reported,1963-04-07,G.J. Spencer,UBC,,SEM-UBC COL-10324,,,iNat,undocumented,,
Agoliinus guttatus,457254,Agoliinus guttatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeiformia,Scarabaeoidea,Scarabaeidae,Aphodiinae,Aphodiini,Agoliinus,guttatus,Eschscholtz,none,Origin,Status,reported,1955-08-10,R. Stace-Smith,UBC,,SEM-UBC COL-27518,,,iNat,undocumented,,
Agriotes criddlei,212844,Agriotes criddlei,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Agriotini,Agriotes,criddlei,Van Dyke,a beetle,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Agriotes lineatus,456217,Agriotes lineatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Agriotini,Agriotes,lineatus,L.,Lined Click Beetle,Origin,Status,new 2017,,,,,,5/15/2021,benkeen,iNat,documented,https://www.inaturalist.org/observations/78873970,
Airora aequalis,172824,Airora aequalis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cleroidea,Trogossitidae,Trogossitinae,,Airora,aequalis,Kohout,a bark-gnawing beetle,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Altica ambiens,213085,Altica ambiens,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,Galerucinae,Alticini,Altica,bimarginata,Le Conte,alder flea beetle,Origin,Status,new 2020,,,,,,2020-04-27,vicmc,iNat,documented,https://www.inaturalist.org/observations/44049381,
Ampedus rhodopus,456234,Ampedus rhodopus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Ampedini,Ampedus,rhodopus,Le Conte,a sp of click beetle,Origin,Status,new 2019,,,,,,5/11/2019,benkeen,iNat,documented,https://www.inaturalist.org/observations/24958062,
Anthrenus verbasci,120113,Anthrenus verbasci,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichiformia,Bostrichoidea,Dermestidae,Megatominae,Anthrenini,Anthrenus,verbasci,L.,varied carpet beetle,Origin,Status,new 2020,,,,,,2021-05-11,gwenlh,iNat,documented,https://www.inaturalist.org/observations/78591221,
Agoliinus congregatus,457252,Aphodius congregatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeiformia,Scarabaeoidea,Scarabaeidae,Aphodiinae,Aphodiini,Agoliinus,congregatus,Mannerheim,none,Origin,Status,reported,1981-08-01,R.J. Cannings,UBC,,SEM-UBC COL-27510,,,iNat,undocumented,,UBC: Agoliinus congregatus 
Aphorista laeta,367954,Aphorista laeta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Endomychidae,Lycoperdininae,,Aphorista,laeta,Le Conte,a sp of fungus beetle,Origin,Status,new 2021,,,,,,4/16/2021,benkeen,iNat,documented,https://www.inaturalist.org/observations/74208924,
Asemum nitidum,367957,Asemum nitidum,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Spondylidinae,Asemini,Asemum,nitidum,Le Conte,a sp of beetle,Origin,Status,new 2020,,,,,,8/5/2020,benkeen,iNat,documented,https://www.inaturalist.org/observations/55572238,
Athous vittiger,456253,Athous vittiger,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Dendrometrinae,Dendrometrini,Athous,vittiger,Le Conte,a sp of beetle,Origin,Status,new 2021,,,,,,7/5/2021,benkeen,iNat,documented,https://www.inaturalist.org/observations/85826014,
Atimia confusa,214583,Atimia confusa,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Spondylidinae,Atimiini,Atimia,confusa,Say,small cedar-bark beetle,Origin,Status,confirmed,,,,,,7/30/2019,benkeen,iNat,documented,https://www.inaturalist.org/observations/29872910,
Apteroloma caraboides,455075,Apteroloma caraboides,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Agyrtidae,Pterolomatinae,,Apteroloma,caraboides,(Fall),a species of primitive carrion beetle,Origin,Status,reported,1984-05-27,B. Harrison,UBC,,SEM-UBC COL-28991,,,iNat,undocumented,,
Araeopidius monachus,361543,Araeopidius monachus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Byrrhoidea,Ptilodactylidae,Araeopidiinae,,Araeopidius,monachus,LeConte,a toe-winged beetle,Origin,Status,reported,1963-06-09,G.G.E. Scudder,,,SEM-UBC COL-18098,,,iNat,undocumented,,"UBC: West Vancouver, Capilano Canyon"
Arhopalus asperatus,155404,Arhopalus asperatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Spondylidinae,Asemini,Arhopalus,asperatus,LeConte,a longhorn beetle,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Asemum nitidum,367957,Asemum nitidum,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Spondylidinae,Asemini,Asemum,nitidum,LeConte,a species of long-horned beetles,Origin,Status,new 2020,,,,,,2020-08-05,benkeen,iNat,documented,https://www.inaturalist.org/observations/55572238,
Athous vittiger,456253,Athous vittiger,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Dendrometrinae,Dendrometrini,Athous,vittiger,Eschscholtz,a genus of click beetles,Origin,Status,new 2018,,,,,,2021-07-05,benkeen,iNat,documented,https://www.inaturalist.org/observations/85826014,
Barypeithes pellucidus,214872,Barypeithes pellucidus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Curculionidae,Entiminae,Sciaphilini,Barypeithes,pellucidus,Boheman,Hairy Spider Weevil,Origin,Status,confirmed,1961-05-18,G.J. Spencer,UBC,,SEM-UBC COL-25489,5/17/2021,cgbc,iNat,documented,https://www.inaturalist.org/observations/79235351,
Buprestis adjecta,455221,Buprestis adjecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Buprestoidea,Buprestidae,Buprestinae,Buprestini,Buprestis,adjecta,Le Conte,a sp of metallic wood-boring beetle,Origin,Status,new 2020,,,,,,7/18/2020,trishabt,iNat,documented,https://www.inaturalist.org/observations/53523524,
Buprestis aurulenta,215596,Buprestis aurulenta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Buprestoidea,Buprestidae,Buprestinae,Buprestini,Buprestis,aurulenta,L.,Golden Buprestid Beetle,Origin,Status,new 2016,,,,,,7/24/2016,fmgee,iNat,documented,http://inaturalist.ca/observations/3744644,
Calligrapha californica,215738,Calligrapha californica,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,Chrysomelinae,Doryphorini,Calligrapha,californica,Linell,California calligraphy leaf beetle,Origin,Status,confirmed,,,,,,2018-08-21,judithofsquamish,iNat,documented,https://www.inaturalist.org/observations/15823641,
Cassida rubiginosa,216166,Cassida rubiginosa,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,Cassidinae,Cassidini,Cassida,rubiginosa,Müller,Thistle Tortoise Beetle,Origin,Status,new 2020,,,,,,7/25/2020,benkeen,iNat,documented,https://www.inaturalist.org/observations/54300011,
Catoptrichus frankenhaeuseri,456785,Catoptrichus frankenhaeuseri,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Leiodidae,Cholevinae,Cholevini,Catoptrichus,frankenhaeuseri,Mannerheim,a sp of beetle,Origin,Status,new 2019,,,,,,12/8/2019,benkeen,iNat,documented,https://www.inaturalist.org/observations/36489260,
