iNaturalist taxon name,iNaturalist taxon ID,Taxon name,ambiguousNameMatch,nameStatus,Common name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,sinceTimestamp,sinceRecordedBy,sinceCollection,reportingStatus,foodValue,medicinalValue,spiritualValue,materialValue,tradeValue,indicatorValue,hulquminumName,hulquminumAuthority
Amara,539019,Amara sp.,0,accepted,sun beetle,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Pterostichinae,Zabrini,Amara,,,,,,2015-03-13,Andrew Simon,iNat,new 2015,,,,,,,,
Anisodactylus binotatus,130574,Anisodactylus binotatus,0,accepted,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Harpalinae,Anisodactylini,Anisodactylus,binotatus,,,,,2022-06-02,Kevin Toomer,iNat,new 2022,,,,,,,,
Bembidion concretum,215006,Bembidion concretum,0,accepted,ground beetle,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Trechinae,Bembidiini,Bembidion,concretum,,,,,2019-05-04,Charlene Wood,iNat,new 2019,,,,,,,,
Bembidion connivens,215008,Bembidion connivens,0,accepted,ground beetle,"(LeConte, 1852)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Trechinae,Bembidiini,Bembidion,connivens,1979-04-14,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-20686,,,iNat,reported,,,,,,,,
Bembidion incrematum,215045,Bembidion incrematum,0,accepted,ground beetle,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Trechinae,Bembidiini,Bembidion,incrematum,,,,,2019-05-04,Charlene Wood,iNat,new 2019,,,,,,,,
Bembidion versicolor,215140,Bembidion versicolor,0,accepted,ground beetle,"(LeConte, 1848)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Trechinae,Bembidiini,Bembidion,versicolor,1982-04-09,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-20756,,,iNat,reported,,,,,,,,
Calathus fuscipes,131007,Calathus fuscipes,0,accepted,ground beetle,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Platyninae,Sphodrini,Calathus,fuscipes,,,,,2018-08-20,Andrew Simon,iNat,new 2018,,,,,,,,
Carabus nemoralis,56552,Carabus nemoralis,0,accepted,bronze ground beetle,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Carabinae,Carabini,Carabus,nemoralis,,,,,2018-09-14,Kevin Toomer,iNat,new 2018,,,,,,,,
Cicindela oregona,52620,Cicindela oregona,0,accepted,western tiger beetle,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Cicindelinae,Cicindelini,Cicindela,oregona,,,,,2019-05-03,Scott Gilmore,iNat,new 2019,,,,,,,,
Dicheirus piceus,218362,Dicheirus piceus,0,accepted,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Harpalinae,Anisodactylini,Dicheirus,piceus,,,,,2020-06-20,Andrew Simon,iNat,new 2020,,,,,,,,
Elaphropus parvulus,218939,Elaphropus parvulus,0,accepted,small carabid,"(Dejean, 1831)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Trechinae,Bembidiini,Elaphropus,parvulus,1981-03-22,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-20843,,,iNat,reported,,,,,,,,
Elaphrus,88115,Elaphrus sp.,0,accepted,marsh ground beetle,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Elaphrinae,Elaphrini,Elaphrus,,,,,,2019-05-04,Scott Gilmore,iNat,new 2019,,,,,,,,
Harpalus affinis,131092,Harpalus affinis,0,accepted,Metallic Harpalus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Harpalinae,Harpalini,Harpalus,affinis,,,,,2022-06-02,Kevin Toomer,iNat,new 2022,,,,,,,,
Harpalus cordifer,220942,Harpalus cordifer,0,accepted,ground beetle,"Notman, 1919",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Harpalinae,Harpalini,Harpalus,cordifer,1981-04-18,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-20858,,,iNat,reported,,,,,,,,
Lebia perita,222772,Lebia perita,0,accepted,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Lebiinae,Lebiini,Lebia,perita,,,,,2023-05-26,Chris Ratzlaff,iNat,new 2023,,,,,,,,
Loricera pilicornis,131819,Loricera pilicornis,0,accepted,ground beetle,"(Fabricius, 1775)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Loricerinae,Loricerini,Loricera,pilicornis,1985-04-07,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-20884,,,iNat,reported,,,,,,,,
Microlestes linearis,225128,Microlestes linearis,0,accepted,ground beetle,"(LeConte, 1851)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Lebiinae,Lebiini,Microlestes,linearis,1985-04-07,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-20885,,,iNat,reported,,,,,,,,
Nebria brevicollis,126988,Nebria brevicollis,0,accepted,European Gazelle Beetle,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Nebriinae,Nebriini,Nebria,brevicollis,,,,,2023-05-03,Kevin Toomer,iNat,new 2023,,,,,,,,
Omus dejeanii,226395,Omus dejeanii,0,accepted,greater night-stalking tiger beetle,"Reiche, 1838",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Cicindelinae,Megacephalini,Omus,dejeanii,1994-04-18,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-14408,2015-03-04,Andrew Simon,iNat,confirmed,,,,,,,,
Pterostichus algidus,229317,Pterostichus algidus,0,accepted,woodland ground beetle,"LeConte, 1853",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,algidus,,,,,2016-06-23,Andrew Simon,iNat,new 2016,,,,,,,,
Pterostichus amethystinus,229318,Pterostichus amethystinus,0,accepted,woodland ground beetle,"Mannerheim, 1843",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,amethystinus,1990-05-01,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-20940,2018-05-19,Scott Gilmore,iNat,confirmed,,,,,,,,
Pterostichus crenicollis,229337,Pterostichus crenicollis,0,accepted,woodland ground beetle,"LeConte, 1873",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,crenicollis,,,,,2016-06-23,"Alison, Laura and Malcolm Colwell",iNat,new 2016,,,,,,,,
Pterostichus herculaneus,229343,Pterostichus herculaneus,0,accepted,woodland ground beetle,"Mannerheim, 1843",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,herculaneus,1990-09-23,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-20949,2019-05-04,Charlene Wood,iNat,confirmed,,,,,,,,
Pterostichus lama,124154,Pterostichus lama,0,accepted,woodland ground beetle,"(Ménétriés, 1843)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,lama,1990-09-23,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-26789,2018-10-13,Kevin Toomer,iNat,confirmed,,,,,,,,
Pterostichus melanarius,131931,Pterostichus melanarius,0,accepted,Rain Beetle,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,melanarius,2023-05-27,Chris G. Ratzlaff,CGR,CREC-12243,,,iNat,new 2023,,,,,,,,
Scaphinotus angusticollis,63575,Scaphinotus angusticollis,0,accepted,snail-killing carabid,"(Mannerheim, 1823)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Carabinae,Cychrini,Scaphinotus,angusticollis,,,,,2013-09-28,Bridgit Spencer,iNat,new 2013,,,,,,,,
Scaphinotus marginatus,230462,Scaphinotus marginatus,0,accepted,snail-killing carabid,"(Fischer von Waldheim, 1820)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Carabinae,Cychrini,Scaphinotus,marginatus,,,,,2016-10-20,Lauren Magner & Andrew Simon,iNat,new 2016,,,,,,,,
Tachyta falli,232241,Tachyta falli,0,accepted,ground beetle,"Hayward, 1900",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Trechinae,Bembidiini,Tachyta,falli,1979-06-10,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-20987,,,iNat,reported,,,,,,,,
Trechus,131980,Trechus sp.,0,accepted,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Trechinae,Trechini,Trechus,,,,,,2016-01-01,Austin Baines,iNat,new 2016,,,,,,,,
Zacotus matthewsii,233923,Zacotus matthewsii,0,accepted,ground beetle,"LeConte, 1869",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Broscinae,Broscini,Zacotus,matthewsii,,,,,2017-05-27,Andrew Simon,iNat,new 2017,,,,,,,,
Arhopalus,130617,Arhopalus sp.,0,accepted,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Spondylidinae,Asemini,Arhopalus,,,,,,2023-08-03,Kevin Toomer,iNat,new 2023,,,,,,,,
Asemum striatum,214380,Asemum striatum,0,accepted,black spruce borer,"(Linnaeus, 1758)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Spondylidinae,Asemini,Asemum,striatum,1983-05-23,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-09851,,,iNat,reported,,,,,,,,
Callidium,124367,Callidium sp.,0,accepted,longhorn beetle,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Callidiini,Callidium,,,,,,2017-05-27,Libby Avis,iNat,new 2017,,,,,,,,
Centrodera spurca,82050,Centrodera spurca,0,accepted,yellow Douglas-fir borer,"(LeConte, 1857)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Xylosteini,Centrodera,spurca,1986-06-13,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-05797,2017-06-20,Wolfgang Matthes,iNat,confirmed,,,,,,,,
Clytus planifrons,344289,Clytus planifrons,0,accepted,longhorn beetle,"(LeConte, 1874)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Clytini,Clytus,planifrons,1984-07-02,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-08373,,,iNat,reported,,,,,,,,
Dicentrus bluthneri,454819,Dicentrus bluthneri,0,accepted,longhorn beetle,"LeConte, 1880",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Opsimini,Dicentrus,bluthneri,1971-07-18,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-09313,2019-05-04,Scott Gilmore,iNat,confirmed,,,,,,,,
Etorofus obliteratus,908602,Etorofus obliteratus,0,accepted,flower longhorn beetle,"(Haldeman, 1847)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Etorofus,obliteratus,1986-07-20,J. Scudder,SEM,SEM-UBC COL-07131,2018-08-20,Kevin Toomer,iNat,confirmed,,,,,,,,
Eumichthus oedipus,455420,Eumichthus oedipus,0,accepted,longhorn beetle,"LeConte, 1873",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Eumichthini,Eumichthus,oedipus,1990-08-30,N.C. Scudder,SEM,SEM-UBC COL-09681,,,iNat,reported,,,,,,,,
Grammoptera subargentata,220586,Grammoptera subargentata,0,accepted,flower longhorn beetle,"(Kirby, 1837)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Grammoptera,subargentata,1977-05-15,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-06982,,,iNat,reported,,,,,,,,
Holopleura marginata,455424,Holopleura marginata,0,accepted,longhorn beetle,"LeConte, 1873",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Holopleurini,Holopleura,marginata,1977-05-15,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-08435,,,iNat,reported,,,,,,,,
Hybodera tuberculata,321437,Hybodera tuberculata,0,accepted,longhorn beetle,"LeConte, 1873",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Hyboderini,Hybodera,tuberculata,1971-05-28,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-07864,,,iNat,reported,,,,,,,,
Lepturobosca chrysocoma,332243,Lepturobosca chrysocoma,0,accepted,yellow velvet beetle,"(Kirby in Richardson, 1837)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Lepturobosca,chrysocoma,,,,,2018-05-28,Tieg Mowbray,iNat,new 2018,,,,,,,,
Lepturopsis dolorosa,455428,Lepturopsis dolorosa,0,accepted,flower longhorn beetle,"(LeConte, 1861)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Lepturopsis,dolorosa,1991-07-29,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-08846,2021-07-21,Kevin Toomer,iNat,confirmed,,,,,,,,
Megasemum asperum,305937,Megasemum asperum,0,accepted,longhorn beetle,"(LeConte, 1854)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Spondylidinae,Asemini,Megasemum,asperum,1986-07-19,J. Scudder,SEM,SEM-UBC COL-09750,,,iNat,reported,,,,,,,,
Monochamus scutellatus,82043,Monochamus scutellatus,0,accepted,white-spotted sawyer,"(Say, 1824)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lamiinae,Lamiini,Monochamus,scutellatus,1974-07-26,N.C. Scudder,SEM,SEM-UBC COL-08646,2016-06-26,Andrew Simon,iNat,confirmed,,,,,,,,
Necydalis laevicollis,322749,Necydalis laevicollis,0,accepted,longhorn beetle,"LeConte, 1869",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Necydalini,Necydalis,laevicollis,1984-08-04,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-09671,2022-07-28,Kendall McLaughlin,iNat,confirmed,,,,,,,,
Neoclytus conjunctus,454834,Neoclytus conjunctus,0,accepted,chevron beetle,"LeConte, 1857",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Clytini,Neoclytus,conjunctus,,,,,2018-04-25,Andrew Simon,iNat,new 2018,,,,,,,,
Opsimus quadrilineatus,455434,Opsimus quadrilineatus,0,accepted,longhorn beetle,"Mannerheim, 1843",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Opsimini,Opsimus,quadrilineatus,1972-05-21,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-05472,2021-12-23,Christian Adler,iNat,confirmed,,,,,,,,
Ortholeptura valida,305942,Ortholeptura valida,0,accepted,flower longhorn beetle,"(LeConte, 1857)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Ortholeptura,valida,1983-08-13,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-05725,2018-08-17,Sarah Tweedale,iNat,confirmed,,,,,,,,
Phymatodes aeneus,55084,Phymatodes aeneus,0,accepted,longhorn beetle,"LeConte, 1854",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Callidiini,Phymatodes,aeneus,1984-06-16,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-09741,,,iNat,reported,,,,,,,,
Phymatodes vulneratus,321441,Phymatodes vulneratus,0,accepted,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Callidiini,Phymatodes,vulneratus,,,,,2023-05-26,Chris Ratzlaff,iNat,new 2023,,,,,,,,
Pidonia scripta,318491,Pidonia scripta,0,accepted,flower longhorn beetle,"LeConte, 1869",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Rhagiini,Pidonia,scripta,1978-06-03,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-05685,2018-05-19,Scott Gilmore,iNat,confirmed,,,,,,,,
Plectrura spinicauda,363755,Plectrura spinicauda,0,accepted,flat-faced longhorn,"Motschulsky, 1845",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lamiinae,Parmenini,Plectrura,spinicauda,2017-05-27,Joel Gibson,RBCM,ENT017-002257,2017-05-12,Scott Gilmore,iNat,confirmed,,,,,,,,
Prionus californicus,59892,Prionus californicus,0,accepted,longhorn beetle,"Motschulsky, 1845",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Prioninae,Prionini,Prionus,californicus,1974-08-06,J. Fisher,SEM,SEM-UBC COL-05113,2023-08-02,guym,iNat,confirmed,,,,,,,,
Rosalia funebris,51866,Rosalia funebris,0,accepted,banded alder borer,"(Motschulsky, 1845)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Compsocerini,Rosalia,funebris,1971-07-31,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-07842,2013-08-10,Felix Erhard,iNat,confirmed,,,,,,,,
Semanotus amplus amplus,455458,Semanotus amplus amplus,0,accepted,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Callidiini,Semanotus,amplus,,,,,2022-05-21,Kevin Toomer,iNat,new 2022,,,,,,,,
Semanotus ligneus,230791,Semanotus ligneus,0,accepted,longhorn beetle,"(Fabricius, 1787)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Callidiini,Semanotus,ligneus,1980-03-16,N. Russell,SEM,SEM-UBC COL-09690,,,iNat,reported,,,,,,,,
Semanotus litigiosus,230792,Semanotus litigiosus,0,accepted,longhorn beetle,"(Casey, 1891)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Callidiini,Semanotus,litigiosus,1986-03-29,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-09331,,,iNat,reported,,,,,,,,
Toxoleptura vexatrix,455465,Toxoleptura vexatrix,0,accepted,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Toxoleptura,vexatrix,,,,,2022-06-29,Kevin Toomer,iNat,new 2022,,,,,,,,
Tragosoma harrisii,489433,Tragosoma harrisii,0,accepted,longhorn beetle,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Prioninae,Meroscelisini,Tragosoma,harrisii,,,,,2018-07-14,Andrew Simon,iNat,new 2018,,,,,,,,
Trichocnemis spiculatus,321621,Trichocnemis spiculatus,0,accepted,ponderous borer,"(LeConte, 1851)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Prioninae,Callipogonini,Trichocnemis,spiculatus,1975-07-23,J. Hughes,SEM,SEM-UBC COL-05051,2014-05-27,Quirin Hohendorf,iNat,confirmed,,,,,,,,
Ulochaetes leoninus,270103,Ulochaetes leoninus,0,accepted,lion beetle,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Necydalini,Ulochaetes,leoninus,,,,,2019-06-18,Christian Adler,iNat,new 2019,,,,,,,,
Xestoleptura crassipes,361523,Xestoleptura crassipes,0,accepted,flower longhorn beetle,"(LeConte, 1873)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Xestoleptura,crassipes,1990-08-01,Sydney G. Cannings,SEM,SEM-UBC COL-09512,2018-07-15,Andrew Simon,iNat,confirmed,,,,,,,,
Xylotrechus undulatus,233866,Xylotrechus undulatus,0,accepted,longhorn beetle,"(Say, 1824)",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Clytini,Xylotrechus,undulatus,1974-08-15,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-09615,2016-08-10,Wolfgang Matthes,iNat,confirmed,,,,,,,,
Altica ambiens,213085,Altica ambiens,0,accepted,Alder Flea Beetle,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,Galerucinae,Alticini,Altica,ambiens,,,,,2023-04-21,Kevin Toomer,iNat,new 2023,,,,,,,,
Altica bimarginata,213086,Altica bimarginata complex,0,accepted,metallic flea beetle,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,Galerucinae,Alticini,Altica,bimarginata,,,,,2017-03-14,Kris Krüg,iNat,new 2017,,,,,,,,
Bruchidius villosus,386880,Bruchidius villosus,0,accepted,broom seed beetle,"Fabricius, 1792",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,Bruchinae,Bruchini,Bruchidius,villosus,2023-05-27,Chris G. Ratzlaff,CGR,CREC-12282,2016-06-24,Andrew Simon,iNat,new 2016,,,,,,,,
Galerucella nymphaeae,53936,Galerucella nymphaeae,0,accepted,waterlily leaf beetle,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,Galerucinae,Galerucini,Galerucella,nymphaeae,,,,,2019-05-04,Scott Gilmore,iNat,new 2019,,,,,,,,
Neogalerucella,121745,Neogalerucella sp.,0,accepted,purple loosestrife beetle,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,Galerucinae,Galerucini,Galerucella,,,,,,2018-06-07,Andrew Simon,iNat,new 2018,,,,,,,,
Plateumaris,212095,Plateumaris sp.,0,accepted,aquatic leaf beetle,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,Donaciinae,,Plateumaris,,,,,,2018-05-15,Andrew Simon,iNat,new 2018,,,,,,,,
Syneta albida,455623,Syneta albida,0,accepted,western fruit beetle,"LeConte, 1857",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,Synetinae,,Syneta,albida,,,,,2017-05-14,Scott Gilmore,iNat,new 2017,,,,,,,,
Cis,174278,Cis sp.,0,accepted,minute tree-fungus beetle,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Ciidae,Ciinae,Ciini,Cis,,,,,,2019-05-04,Charlene Wood,iNat,new 2019,,,,,,,,
Octotemnus glabriculus,546312,Octotemnus glabriculus,0,accepted,minute tree-fungus beetle,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Ciidae,Ciinae,Orophiini,Octotemnus,glabriculus,,,,,2019-05-04,Charlene Wood,iNat,new 2019,,,,,,,,
Enoclerus eximius,344927,Enoclerus eximius,0,accepted,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cleroidea,Cleridae,Clerinae,,Enoclerus,eximius,,,,,2022-06-08,Kevin Toomer,iNat,new 2022,,,,,,,,
