Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial Status,National Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,Indexed iNaturalist Name
Petasites frigidus var. palmatus,Macoun,(Aiton) Cronquist,western sweet coltsfoot,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,Senecioneae,Petasites,frigidus,,,palmatus,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2019-04-14,Jean Buchanan,https://www.inaturalist.org/observations/23075792,,55778,VAS,accepted,55778,Petasites frigidus palmatus,Petasites frigidus palmatus
Petasites japonicus,(Siebold & Zucc.) Maxim.,,Japanese butterbur,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,Senecioneae,Petasites,japonicus,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2019-08-19,Caitlin Robinson,https://www.inaturalist.org/observations/31535496,,129038,VAS,accepted,129038,Petasites japonicus,Petasites japonicus
Petrosedum forsterianum,(Smith) Grulich,,rock stonecrop,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Crassulaceae,,,Petrosedum,forsterianum,,,,exotic,unlisted,,new 2015,observed,,,,,,2013-08-30,Felix Erhard,http://www.inaturalist.org/observations/2583337,,168735,VAS,accepted,710296,Petrosedum forsterianum,Sedum forsterianum
Petrosedum rupestre,(L.) P. V. Heath,,crooked yellow stonecrop,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Crassulaceae,,,Petrosedum,rupestre,,,,exotic,unlisted,,reported,unobserved,2022-06-10,Frank Lomer,UBC,12998,,,,,reported as Sedum reflexum by Harvey Janszen; as Sedum rupestre by Frank Lomer,734805,VAS,accepted,734805,Petrosedum rupestre,Petrosedum rupestre
Petroselinum crispum,(Mill.) Nyman ex A.W. Hill,,garden parsley,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,,Petroselinum,crispum,,,,exotic,unlisted,,confirmed,observed,2014-05-13,Frank Lomer,UBC,V241923,,2019-06-03,Andrew Simon,https://www.inaturalist.org/observations/26372173,,78465,VAS,accepted,78465,Petroselinum crispum,Petroselinum crispum
Phacelia linearis,(Pursh) Holz.,,thread-leaved phacelia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Hydrophylloideae,,Phacelia,linearis,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2017-05-13,Andrew Simon,https://www.inaturalist.org/observations/6217942,,78499,VAS,accepted,78499,Phacelia linearis,Phacelia linearis
Phacelia tanacetifolia,Benth.,,lacy phacelia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Hydrophylloideae,,Phacelia,tanacetifolia,,,,native,,,reported,unobserved,1987-07-08,Gerald B. Straley,UBC,V193704,,,,,garden escape –QC; retained only because there is a collection; not recognizes by Province; but recognized by FPNW2,58185,VAS,accepted,58185,Phacelia tanacetifolia,Phacelia tanacetifolia
Phalaris arundinacea,L.,,reed canarygrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Phalaris,arundinacea,,,,exotic,unlisted,,confirmed,observed,1975-07-18,Harvey Janszen,RBCM,V097098,1949546205,2016-06-05,Andrew Simon,http://www.inaturalist.org/observations/3414639,,63337,VAS,accepted,63337,Phalaris arundinacea,Phalaris arundinacea
Phalaris canariensis,L.,,canarygrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Phalaris,canariensis,,,,exotic,unlisted,,new 2016,observed,,,,,,2016-06-11,Sarah Tweedale,http://inaturalist.ca/observations/3445137,,57191,VAS,accepted,57191,Phalaris canariensis,Phalaris canariensis
Philadelphus lewisii,Pursh,,mock-orange,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Cornales,,,Hydrangeaceae,,,Philadelphus,lewisii,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-07-15,Adam Huggins,http://www.inaturalist.org/observations/3684435,,62223,VAS,accepted,62223,Philadelphus lewisii,Philadelphus lewisii
Phleum pratense,L.,,common timothy,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Phleum,pratense,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2018-07-04,Andrew Simon,https://www.inaturalist.org/observations/14247652,"Cupples farm, pastures, left-over from hay",57190,VAS,accepted,57190,Phleum pratense,Phleum pratense
Phragmites australis ssp. americanus,(Cav.) Trin. ex Steud.,"Saltonstall, P.M. Peterson & Soreng",American reedgrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Arundinoideae,,Phragmites,australis,,americanus,,native,S5,,reported,unobserved,1975-07-24,Angela Wood,RBCM,V097666,1949546592,,,,confirmed based on D analysis,205873,VAS,accepted,205873,Phragmites australis americanus,Phragmites australis americanus
Phragmites australis ssp. australis,(Cav.) Trin. ex Steud.,,common reed,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Arundinoideae,,Phragmites,australis,,,,exotic,unlisted,,reported,unobserved,1981-07-16,Harvey Janszen,RBCM,V113795,1949562830,,,,"could not be confirmed based on D analysis; morphologically indeterminate (most traits intermediate, some suggest the introduced ssp.) –AS, HJ",556361,VAS,accepted,556361,Phragmites australis australis,Phragmites australis australis
Physocarpus capitatus,(Pursh) Kuntze,,Pacific ninebark,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,,Physocarpus,capitatus,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-03-13,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2585030,,57249,VAS,accepted,57249,Physocarpus capitatus,Physocarpus capitatus
Picea sitchensis,(Bong.) Carrière,,Sitka spruce,Plantae,Tracheophyta,,,Pinopsida,Pinidae,,Pinales,,,Pinaceae,,,Picea,sitchensis,,,,native,S5 (2019),,new 2020,observed,,,,,,2020-07-13,Andrew Simon,https://www.inaturalist.org/observations/53064730,,68131,VAS,accepted,68131,Picea sitchensis,Picea sitchensis
Pilosella aurantiaca,(L.) F. W. Schultz & Sch. Bip.,,orange-red king devil,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,,Pilosella,aurantiaca,,,,exotic,unlisted,,new 2016,observed,,,,,,2016-08-10,Adam Huggins,http://www.inaturalist.org/observations/3855802,,711103,VAS,accepted,711103,Pilosella aurantiaca,Pilosella aurantiaca
Pinus contorta ssp. contorta,Douglas ex Loudon,,shore pine,Plantae,Tracheophyta,,,Pinopsida,Pinidae,,Pinales,,,Pinaceae,,,Pinus,contorta,,,,native,S5,,new 2015,observed,,,,,,2015-06-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2564090,,80130,VAS,accepted,80130,Pinus contorta contorta,Pinus contorta contorta
Pinus monticola,Douglas ex D. Don,,western white pine,Plantae,Tracheophyta,,,Pinopsida,Pinidae,,Pinales,,,Pinaceae,,,Pinus,monticola,,,,native,S4,,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2016-01-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2615114,,68084,VAS,accepted,68084,Pinus monticola,Pinus monticola
Pinus ponderosa var. ponderosa,Douglas ex P. Lawson & C. Lawson,,ponderosa pine,Plantae,Tracheophyta,,,Pinopsida,Pinidae,,Pinales,,,Pinaceae,,,Pinus,ponderosa,,,,native,S4S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-06-27,Andrew Simon,http://www.inaturalist.org/observations/3540246,,48461,VAS,accepted,81248,Pinus ponderosa ponderosa,Pinus ponderosa
Plagiobothrys tenellus,(C.A. Mey. ex Ledeb.) A. Gray,,slender popcornflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Boraginoidea,,Plagiobothrys,tenellus,,,,native,S1? (2019),1-T (2011),reported,unobserved,1980-04-11,Harvey Janszen,RBCM,V107519,1949556259,,,,easily overlooked but potentially very rare and possibly extinct –QC; open bluffs,58066,VAS,accepted,58066,Plagiobothrys tenellus,Plagiobothrys tenellus
Plantago elongata,Pursh (unresolved),,coastal plantain,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Plantaginaceae,,Plantagineae,Plantago,elongata,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2022-05-11,Andrew Simon & Ryan Batten,https://www.inaturalist.org/observations/116636221,,58229,VAS,accepted,58229,Plantago elongata,Plantago elongata
Plantago lanceolata,L.,,ribwort plantain,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Plantaginaceae,,Plantagineae,Plantago,lanceolata,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2013-04-21,Felix Erhard,http://www.inaturalist.org/observations/2588463,,53178,VAS,accepted,53178,Plantago lanceolata,Plantago lanceolata
Plantago major,L.,,common plantain,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Plantaginaceae,,Plantagineae,Plantago,major,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-07-14,Andrew Simon,http://www.inaturalist.org/observations/3681013,,58961,VAS,accepted,58961,Plantago major,Plantago major
Plantago maritima,L.,,sea plantain,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Plantaginaceae,,Plantagineae,Plantago,maritima,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-05-10,Andrew Simon,http://www.inaturalist.org/observations/3310939,,67812,VAS,accepted,68543,Plantago maritima,Plantago maritima juncoides
Platanthera elegans,Lindl.,,elegant rein orchid,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,Orchidoideae,Orchideae,Platanthera,elegans,,,,native,S4,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2022-07-16,Roanan DeMeyer,https://www.inaturalist.org/observations/126694632,,840641,VAS,accepted,840641,Platanthera elegans,Platanthera elegans
Platanthera elongata,(Rydb.) R.M. Bateman,,tall rein orchid,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,Orchidoideae,Orchideae,Platanthera,elongata,,,,native,S3S4,,confirmed,observed,1975-07-24,Harvey Janszen,RBCM,V083298,1949532185,2015-07-08,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2563293,"annotated as Piperia elegans by Heather Stewart Nov. 1999; later annotated P. elongata by Robert K. Lauri Nov. 1, 2010; this is incorrectly labelled as P. elegans on GBIF (1949532185)",50729,VAS,accepted,551466,Platanthera elongata,Piperia elongata
Platanthera ephemerantha,R.M.Bateman,,whiteflower rein orchid,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,Orchidoideae,Orchideae,Platanthera,ephemerantha,,,,native,S3 (2019),,new 2021,observed,,,,,,2021-06-25,Caitlin Robinson & Andrew Simon,https://www.inaturalist.org/observations/84513004,,473217,VAS,accepted,473217,Platanthera ephemerantha,Platanthera ephemerantha
Platanthera transversa,(Suksd.) R.M. Bateman,,royal rein orchid,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,Orchidoideae,Orchideae,Platanthera,transversa,,,,native,S3S4,,new 2015,observed,,,,,,2015-07-02,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2561626,,50733,VAS,accepted,355392,Platanthera transversa,Piperia transversa
Platanthera unalascensis,(Spreng.) Kurtz.,,Alaska rein orchid,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,Orchidoideae,Orchideae,Platanthera,unalascensis,,,,native,S5,,confirmed,observed,1981-07-07,Harvey Janszen,RBCM,V113772,1949562893,2021-06-19,Audrey Irvine-Broque,https://www.inaturalist.org/observations/85091348,Stockade Hill; dry ridge,50734,VAS,accepted,840638,Platanthera unalascensis,Piperia unalascensis
Plectritis congesta ssp. brachystemon,(Lindl.) DC.,(Fisch. & C.A. Mey.) Morey,sea blush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Valerianoideae,,Plectritis,congesta,,brachystemon,,native,S5,,new 2016,observed,,,,,,2016-05-03,Andrew Simon,http://www.inaturalist.org/observations/3094142,,57787,VAS,accepted,57787,Plectritis congesta brachystemon,Plectritis congesta brachystemon
Plectritis congesta ssp. congesta,(Lindl.) DC.,,sea blush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Valerianoideae,,Plectritis,congesta,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-02-11,Chessi Miltner,http://www.inaturalist.org/observations/2670598,,57786,VAS,accepted,59253,Plectritis congesta congesta,Plectritis congesta
Plectritis macrocera,Torr. & A. Gray,(L.) S.F.Blake,long-spurred plectritis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Valerianoideae,,Plectritis,macrocera,,,,native,S4,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,"abundant on Bodega Ridge May 13, 2004; likely misreported as P. macrocera",57287,VAS,accepted,57287,Plectritis macrocera,Plectritis macrocera
Poa annua,L.,,annual bluegrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Poa,annua,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2017-04-20,Andrew Simon,https://www.inaturalist.org/observations/5886024,,52808,VAS,accepted,52808,Poa annua,Poa annua
Poa bulbosa,L.,,bulbous bluegrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Poa,bulbosa,,,,exotic,unlisted,,confirmed,observed,,Kent Brothers,VMS Private List,,,2016-05-10,Andrew Simon,http://www.inaturalist.org/observations/3311046,,58382,VAS,accepted,58382,Poa bulbosa,Poa bulbosa
Poa compressa,L.,,Canada bluegrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Poa,compressa,,,,exotic,unlisted,,confirmed,observed,1979-06-28,Harvey Janszen,RBCM,V097865,1949546886,2022-06-24,Andrew Simon,https://www.inaturalist.org/observations/123934518,,78636,VAS,accepted,78636,Poa compressa,Poa compressa
Poa howellii,Vasey & Scribn.,,Howell's bluegrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Poa,howellii,,,,native,S4,,reported,unobserved,1975-05-31,Angela Wood,RBCM,V097394,1949546605,,,,west of MaryAnne Point Rd; Fd rocky bluff slope,52812,VAS,accepted,52812,Poa howellii,Poa howellii
Poa infirma,Kunth,,diploid annual bluegrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Poa,infirma,,,,exotic,unlisted,,reported,unobserved,2014-05-13,Frank Lomer,UBC,V241909,,,,,"Montague tidal mud; Sturdies Bay, crumbling blacktop margin",78642,VAS,accepted,78642,Poa infirma,Poa infirma
Poa nemoralis,L.,,Woods bluegrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Poa,nemoralis,,,,exotic,unlisted,,reported,unobserved,1984-06-02,Harvey Janszen,RBCM,V129588,1949578346,,,,,78649,VAS,accepted,78649,Poa nemoralis,Poa nemoralis
Poa palustris,L.,,swamp meadow-grass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Poa,palustris,,,,native,S5 (2019),,new 2022,observed,,,,,,2022-06-12,Andrew Simon & Frank Lomer,https://www.inaturalist.org/observations/121538409,,78650,VAS,accepted,78650,Poa palustris,Poa palustris
Poa pratensis,L.,,Kentucky bluegrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Poa,pratensis,,,,exotic,unlisted,,confirmed,observed,1975-05-31,Angela Wood,RBCM,V097106,1949546221,2017-05-29,Andrew Simon,https://www.inaturalist.org/observations/6434816,sphagnum bog,60307,VAS,accepted,60307,Poa pratensis,Poa pratensis
Poa secunda,J. Presl,,Sandberg's Bluegrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Poa,secunda,,,,native,S5,,confirmed,observed,1981-04-27,Harvey Janszen,RBCM,V113790,1949562792,2022-05-07,Andrew Simon,https://www.inaturalist.org/observations/116033725,reported as Poa secunda ssp. secunda (V113790),57198,VAS,accepted,57198,Poa secunda,Poa secunda
Poa trivialis,L.,,rough bluegrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Poa,trivialis,,,,exotic,unlisted,,confirmed,observed,1979-06-28,Harvey Janszen,RBCM,V097867,1949546779,2019-06-01,Andrew Simon,https://www.inaturalist.org/observations/26203680,,78657,VAS,accepted,78657,Poa trivialis,Poa trivialis
Polygonum aviculare,L.,,common knotweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Polygonaceae,Polygonoideae,Polygoneae,Polygonum,aviculare,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2018-07-11,Andrew Simon,https://www.inaturalist.org/observations/14281202,,78678,VAS,accepted,1290817,Polygonum aviculare,Polygonum aviculare
Polygonum douglasii,Greene,,Douglas's knotweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Polygonaceae,Polygonoideae,Polygoneae,Polygonum,douglasii,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2017-08-11,Tyson Ehlers,https://www.inaturalist.org/observations/9043871,,78682,VAS,accepted,78682,Polygonum douglasii,Polygonum douglasii
Polygonum fowleri,B.L. Rob.,,Fowler's knotweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Polygonaceae,Polygonoideae,Polygoneae,Polygonum,fowleri,,,,native,S4,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2020-08-11,Andrew Simon,https://www.inaturalist.org/observations/56194855,,78683,VAS,accepted,78683,Polygonum fowleri,Polygonum fowleri
Polygonum spergulariiforme,Meisn. ex Small,,spurry knotweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Polygonaceae,Polygonoideae,Polygoneae,Polygonum,spergulariiforme,,,,native,S5,,new 2018,observed,,,,,,2018-07-05,Andrew Simon & Kevin Toomer,https://www.inaturalist.org/observations/14245811,,238107,VAS,accepted,78692,Polygonum spergulariiforme,Polygonum douglasii spergulariiforme
Polypodium glycyrrhiza,D.C. Eaton,,licorice fern,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Polypodiaceae,Polypodioideae,,Polypodium,glycyrrhiza,,,,native,S5,,confirmed,observed,1961-05-08,J. A. Calder,UBC,V103250,,2015-03-13,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2589280,,55104,VAS,accepted,55104,Polypodium glycyrrhiza,Polypodium glycyrrhiza
Polypogon monspeliensis,(L.) Desf.,,rabbitfoot polypogon,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Polypogon,monspeliensis,,,,exotic,unlisted,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,57197,VAS,accepted,57197,Polypogon monspeliensis,Polypogon monspeliensis
Polystichum munitum,(Kaulf.) C. Presl,,sword fern,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Dryopteridaceae,,,Polystichum,munitum,,,,native,S5,,confirmed,observed,1975-08-13,Angela Wood,RBCM,V097107,1949546091,2009-07-08,Shera Street,http://www.inaturalist.org/observations/2635221,,47751,VAS,accepted,47751,Polystichum munitum,Polystichum munitum
Populus nigra,L.,,black poplar,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Malpighiales,,,Salicaceae,,,Populus,nigra,,,,exotic,unlisted,,new 2017,observed,,,,,,2017-05-27,Andrew Simon,https://www.inaturalist.org/observations/6411171,,47565,VAS,accepted,47565,Populus nigra,Populus nigra
Populus tremuloides,Michx.,,trembling aspen,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Malpighiales,,,Salicaceae,,,Populus,tremuloides,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-02-15,Andrew Simon,http://www.inaturalist.org/observations/2564997,presence of putative subspecies Populus tremuloides var. vancouveriana still in question,54840,VAS,accepted,54840,Populus tremuloides,Populus tremuloides
Populus trichocarpa,Torr. & A. Gray,,black cottonwood,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Malpighiales,,,Salicaceae,,,Populus,trichocarpa,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-03-03,Andrew Simon,http://www.inaturalist.org/observations/2763298,,78699,VAS,accepted,78699,Populus trichocarpa,Populus trichocarpa
Potamogeton amplifolius,Tuck.,,large-leaved pondweed,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Potamogetonaceae,,,Potamogeton,amplifolius,,,,native,S5,,new 2016,observed,,,,,,2016-06-05,Andrew Simon,http://www.inaturalist.org/observations/3414442,,78705,VAS,accepted,78705,Potamogeton amplifolius,Potamogeton amplifolius
